Location1Error_T-15_D0.1_Dir0,Location1Error_T-15_D0.1_Dir1,Location1Error_T-15_D0.25_Dir0,Location1Error_T-15_D0.25_Dir1,Location1Error_T-15_D0.5_Dir0,Location1Error_T-15_D0.5_Dir1,Location1Error_T0_D0.1_Dir0,Location1Error_T0_D0.1_Dir1,Location1Error_T0_D0.25_Dir0,Location1Error_T0_D0.25_Dir1,Location1Error_T0_D0.5_Dir0,Location1Error_T0_D0.5_Dir1,Location1Error_T9_D0.1_Dir0,Location1Error_T9_D0.1_Dir1,Location1Error_T9_D0.25_Dir0,Location1Error_T9_D0.25_Dir1,Location1Error_T9_D0.5_Dir0,Location1Error_T9_D0.5_Dir1,Location2Error_T-15_D0.1_Dir0,Location2Error_T-15_D0.1_Dir1,Location2Error_T-15_D0.25_Dir0,Location2Error_T-15_D0.25_Dir1,Location2Error_T-15_D0.5_Dir0,Location2Error_T-15_D0.5_Dir1,Location2Error_T0_D0.1_Dir0,Location2Error_T0_D0.1_Dir1,Location2Error_T0_D0.25_Dir0,Location2Error_T0_D0.25_Dir1,Location2Error_T0_D0.5_Dir0,Location2Error_T0_D0.5_Dir1,Location2Error_T9_D0.1_Dir0,Location2Error_T9_D0.1_Dir1,Location2Error_T9_D0.25_Dir0,Location2Error_T9_D0.25_Dir1,Location2Error_T9_D0.5_Dir0,Location2Error_T9_D0.5_Dir1,Location3Error_T-15_D0.1_Dir0,Location3Error_T-15_D0.1_Dir1,Location3Error_T-15_D0.25_Dir0,Location3Error_T-15_D0.25_Dir1,Location3Error_T-15_D0.5_Dir0,Location3Error_T-15_D0.5_Dir1,Location3Error_T0_D0.1_Dir0,Location3Error_T0_D0.1_Dir1,Location3Error_T0_D0.25_Dir0,Location3Error_T0_D0.25_Dir1,Location3Error_T0_D0.5_Dir0,Location3Error_T0_D0.5_Dir1,Location3Error_T9_D0.1_Dir0,Location3Error_T9_D0.1_Dir1,Location3Error_T9_D0.25_Dir0,Location3Error_T9_D0.25_Dir1,Location3Error_T9_D0.5_Dir0,Location3Error_T9_D0.5_Dir1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06944445,0.0,0.0,0.15847219999999995,0.0,0.0,0.04708337,0.0,0.0,0.27513889999999996,0.4527778,0.4834722,0.5081945,0.3806944,0.4694445,0.31944439999999996,0.51375,0.4611111,0.43875,0.5251389,0.4555556,0.5140277,0.4027778,0.36124999999999996,0.2804167,0.3805556,0.2083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14458329999999997,0.0,0.0,0.1220834,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5111110999999999,0.4388889,0.3138889,0.4,0.3584722,0.5888889,0.3806944,0.5026389,0.3833333,0.3972222,0.15013889999999996,0.4359722,0.43069440000000003,0.3470834,0.25013890000000005,0.4277778,0.5611111,0.3443056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2806944,0.4526389,0.12791660000000005,0.3526389,0.4195833,0.0,0.3501388,0.325,0.3140277,0.4748611,0.35013890000000003,0.3859723,0.35833329999999997,0.4165278,0.27513889999999996,0.2611111,0.3222222,0.1248611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4056944,0.2609723,0.23069439999999997,0.2220834,0.0,0.3609723,0.32236109999999996,0.3859723,0.48069439999999997,0.2166667,0.3501388,0.4248611,0.2555556,0.2665278,0.22513879999999997,0.2026389,0.3334722,0.2748612,0.0,0.0,0.0,0.0,0.0,0.00013890000000005287,0.0,0.0,0.0,0.0,0.0,0.002916600000000047,0.0,0.0,0.0,0.0,0.0,0.0
0.005555599999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27791659999999996,0.4054167,0.14444449999999998,0.0,0.17236110000000004,0.0,0.33069440000000005,0.4998612,0.3611111,0.3944444,0.0,0.0,0.3029166,0.2276389,0.3140277,0.2859723,0.0,0.2859723,0.0,0.0,0.0,0.0027778000000000524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005555599999999994
0.0,0.0,0.0,0.0,0.0,0.0,0.011249999999999982,0.0,0.0,0.0,0.0,0.0,0.005694399999999988,0.0,0.0,0.0,0.0,0.0,0.06944439999999996,0.3833333,0.0,0.3248611,0.29180550000000005,0.0,0.5668055000000001,0.2831945,0.2112499,0.2359723,0.0,0.0,0.2723611,0.4193056,0.4529166,0.3081945,0.3279166,0.2138889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005694399999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32236109999999996,0.5194445,0.0,0.4720834,0.2140278,0.0,0.25,0.3720834,0.10013879999999997,0.0,0.0,0.0,0.30013880000000004,0.26375,0.11402769999999995,0.4304167,0.08888890000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2443056,0.2029166,0.0,0.0,0.36375,0.21958330000000004,0.33875,0.0,0.36375,0.0,0.28875,0.23624999999999996,0.2943056,0.27791659999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03347219999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.5166667,0.00847220000000004,0.0,0.0,0.0,0.0,0.0,0.23902769999999995,0.38875,0.1223611,0.0,0.1695833,0.2804167,0.30000000000000004,0.3498611,0.0,0.1470834,0.0,0.5166667,0.2029166,0.3166667,0.23069439999999997,0.0,0.0,0.0,0.0,0.03069440000000001,0.0,0.0,0.0,0.0,0.1388889,0.002916600000000047,0.0,0.002916600000000047,0.0,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1611111,0.005555599999999994,0.0,0.0,0.3611111,0.37222219999999995,0.0,0.0,0.1638889,0.2583333,0.2916667,0.0,0.0,0.0,0.4222222,0.0,0.5833333,0.36402769999999995,0.1611111,0.2473611,0.3554167,0.0,0.3611111,0.37222219999999995,0.2081945,0.4529166,0.1638889,0.2583333,0.2916667,0.3251389,0.3498611,0.17791659999999998,0.4638889,0.0,0.5833333,0.0,0.3027778,0.0,0.0,0.0,0.4277778,0.3861111,0.0,0.0,0.4,0.03611111,0.5666667000000001,0.0,0.0,0.0,0.30555560000000004,0.0,0.25277780000000005
