Participant,Trial,Temperature,Duration,Direction,FeltThermal,FeltMotion,FeltDirection,ThermalMatch,DirectionMatch
5,3,0,0.1,0,0,1,0,1,1
5,4,-15,1.0,0,-1,1,0,1,1
5,5,9,2.0,0,1,0,0,1,1
5,6,-15,0.1,1,-1,1,1,1,1
5,7,-15,2.0,0,-1,0,0,1,1
5,8,9,1.0,1,1,1,1,1,1
5,9,9,2.0,0,1,0,0,1,1
5,10,-15,2.0,0,-1,1,0,1,1
5,11,0,0.1,0,0,1,0,1,1
5,13,0,1.0,1,0,1,1,1,1
5,14,0,0.1,0,0,1,0,1,1
5,15,0,1.0,1,0,1,1,1,1
5,16,9,0.1,1,1,1,1,1,1
5,17,-15,2.0,0,-1,1,0,1,1
5,18,-15,0.1,1,-1,1,1,1,1
5,19,0,0.1,1,0,1,1,1,1
5,20,0,1.0,0,0,1,0,1,1
5,21,0,2.0,0,0,0,0,1,1
5,22,0,1.0,1,0,1,1,1,1
5,23,0,1.0,0,0,1,0,1,1
5,24,-15,1.0,0,-1,1,0,1,1
5,25,0,2.0,0,0,1,0,1,1
5,26,9,0.1,0,1,1,0,1,1
5,27,0,2.0,1,0,1,1,1,1
5,28,-15,2.0,0,-1,1,0,1,1
5,29,9,2.0,0,1,1,0,1,1
5,30,0,1.0,0,0,1,0,1,1
5,31,-15,2.0,0,-1,0,0,1,1
5,32,9,0.1,1,1,1,1,1,1
5,33,9,0.1,1,1,1,1,1,1
5,34,9,1.0,0,1,0,0,1,1
5,35,0,1.0,1,0,1,1,1,1
5,36,-15,1.0,0,-1,0,0,1,1
5,37,9,1.0,0,1,1,0,1,1
5,39,0,2.0,0,0,1,0,1,1
5,40,9,0.1,0,1,1,0,1,1
5,41,9,0.1,1,1,1,1,1,1
5,42,0,0.1,1,0,1,1,1,1
5,43,9,2.0,1,1,1,1,1,1
5,44,0,1.0,0,0,1,0,1,1
5,45,-15,1.0,0,-1,1,0,1,1
5,46,9,1.0,1,1,1,1,1,1
5,47,9,2.0,1,1,0,1,1,1
5,48,0,1.0,1,0,1,1,1,1
5,49,-15,2.0,1,-1,1,1,1,1
5,50,9,0.1,1,1,1,1,1,1
5,52,0,2.0,1,0,1,1,1,1
5,53,-15,2.0,0,-1,0,0,1,1
5,54,-15,0.1,0,-1,1,0,1,1
5,55,-15,0.1,0,-1,1,0,1,1
5,56,-15,0.1,1,-1,1,1,1,1
5,57,-15,2.0,1,-1,0,1,1,1
5,58,0,1.0,1,0,0,1,1,1
5,59,9,1.0,0,1,1,0,1,1
5,60,9,1.0,0,1,1,0,1,1
5,61,-15,1.0,0,-1,1,0,1,1
5,62,-15,0.1,0,-1,1,0,1,1
5,63,-15,2.0,1,-1,1,1,1,1
5,64,9,1.0,0,1,0,0,1,1
5,65,0,2.0,1,0,0,1,1,1
5,66,0,0.1,0,0,1,0,1,1
5,67,0,2.0,1,0,1,1,1,1
5,68,9,1.0,1,1,0,1,1,1
5,70,0,0.1,1,0,1,1,1,1
5,71,0,1.0,0,0,1,0,1,1
5,72,9,1.0,0,1,0,0,1,1
5,73,0,2.0,1,0,1,1,1,1
5,74,9,2.0,1,1,1,1,1,1
5,75,-15,2.0,1,-1,0,1,1,1
5,76,-15,2.0,0,-1,0,0,1,1
5,77,-15,0.1,0,-1,1,0,1,1
5,78,0,0.1,0,0,1,0,1,1
5,79,0,2.0,0,0,1,0,1,1
5,80,-15,0.1,0,-1,1,0,1,1
5,81,-15,0.1,0,-1,1,0,1,1
5,82,0,2.0,1,0,0,1,1,1
5,83,9,0.1,0,1,1,0,1,1
5,85,9,0.1,1,1,1,1,1,1
5,86,0,1.0,1,0,1,1,1,1
5,87,0,1.0,0,0,0,0,1,1
5,88,-15,0.1,1,-1,1,1,1,1
5,89,-15,1.0,0,-1,0,0,1,1
5,90,0,1.0,1,0,1,1,1,1
5,91,0,0.1,1,0,1,1,1,1
5,92,0,2.0,0,0,1,0,1,1
5,93,9,0.1,1,1,1,1,1,1
5,94,0,0.1,1,0,1,1,1,1
5,95,9,2.0,0,1,0,0,1,1
5,96,0,0.1,0,0,1,0,1,1
5,98,0,2.0,0,0,0,0,1,1
5,99,9,2.0,1,1,0,1,1,1
5,100,9,0.1,1,1,1,1,1,1
5,101,-15,2.0,1,-1,0,1,1,1
5,102,9,1.0,1,1,1,1,1,1
5,103,0,0.1,0,0,1,0,1,1
5,104,-15,2.0,1,-1,1,1,1,1
5,105,0,0.1,1,0,1,1,1,1
5,106,9,0.1,0,1,1,0,1,1
5,107,9,0.1,1,1,1,1,1,1
5,109,0,1.0,1,0,1,1,1,1
5,110,9,1.0,0,1,1,0,1,1
5,111,-15,1.0,1,-1,0,1,1,1
5,112,9,2.0,1,1,0,1,1,1
5,113,9,2.0,0,1,1,0,1,1
5,114,9,2.0,0,1,1,0,1,1
5,115,0,1.0,0,0,1,0,1,1
5,116,-15,1.0,0,-1,0,0,1,1
5,117,-15,0.1,0,-1,1,0,1,1
5,118,9,1.0,1,1,1,1,1,1
5,119,-15,1.0,1,-1,1,1,1,1
5,120,-15,2.0,1,-1,0,1,1,1
5,121,-15,2.0,0,-1,0,0,1,1
5,122,9,1.0,0,1,1,0,1,1
5,123,0,2.0,0,0,0,0,1,1
5,124,0,2.0,0,0,1,0,1,1
5,125,-15,0.1,0,-1,1,0,1,1
5,126,9,2.0,0,1,1,0,1,1
5,127,9,0.1,0,1,1,0,1,1
5,128,9,1.0,1,1,0,1,1,1
