Participant,Trial,Temperature,Duration,Direction,FeltThermal,FeltMotion,FeltDirection,ThermalMatch,DirectionMatch
2,1,9,1.0,1,1,1,1,1,1
2,2,9,0.1,0,1,0,0,1,1
2,4,0,1.0,1,0,1,1,1,1
2,5,9,0.1,0,1,1,0,1,1
2,6,9,0.1,1,1,1,1,1,1
2,7,9,2.0,1,1,1,1,1,1
2,8,-15,1.0,1,-1,1,1,1,1
2,10,-15,2.0,1,-1,0,1,1,1
2,14,-15,2.0,1,-1,1,1,1,1
2,15,0,0.1,0,0,1,0,1,1
2,18,-15,1.0,1,-1,1,1,1,1
2,19,0,0.1,1,0,1,1,1,1
2,20,-15,1.0,1,-1,1,1,1,1
2,24,-15,0.1,1,-1,1,1,1,1
2,25,-15,1.0,0,-1,1,0,1,1
2,27,0,1.0,1,0,1,1,1,1
2,28,-15,2.0,1,-1,1,1,1,1
2,29,9,2.0,1,1,1,1,1,1
2,30,0,2.0,1,0,1,1,1,1
2,31,-15,1.0,1,-1,1,1,1,1
2,33,9,1.0,0,1,1,0,1,1
2,34,0,2.0,0,0,1,0,1,1
2,37,0,0.1,1,0,1,1,1,1
2,38,0,1.0,0,0,1,0,1,1
2,39,9,0.1,0,1,1,0,1,1
2,40,-15,0.1,1,-1,1,1,1,1
2,41,-15,2.0,0,-1,1,0,1,1
2,42,9,0.1,1,1,1,1,1,1
2,43,-15,1.0,1,-1,1,1,1,1
2,44,0,0.1,1,0,1,1,1,1
2,45,0,1.0,0,0,1,0,1,1
2,46,0,1.0,0,0,1,0,1,1
2,48,0,1.0,0,0,1,0,1,1
2,49,9,1.0,1,1,1,1,1,1
2,50,-15,0.1,1,-1,1,1,1,1
2,51,9,2.0,1,1,1,1,1,1
2,52,9,0.1,1,1,1,1,1,1
2,53,0,2.0,1,0,1,1,1,1
2,54,0,2.0,0,0,1,0,1,1
2,55,0,0.1,1,0,1,1,1,1
2,56,-15,1.0,1,-1,1,1,1,1
2,57,-15,1.0,0,-1,1,0,1,1
2,58,-15,1.0,0,-1,1,0,1,1
2,61,-15,2.0,1,-1,1,1,1,1
2,62,-15,1.0,0,-1,1,0,1,1
2,63,-15,2.0,0,-1,1,0,1,1
2,64,0,2.0,0,0,1,0,1,1
2,65,9,1.0,0,1,1,0,1,1
2,66,-15,2.0,1,-1,1,1,1,1
2,67,9,1.0,1,1,1,1,1,1
2,68,-15,2.0,1,-1,1,1,1,1
2,69,-15,2.0,0,-1,1,0,1,1
2,70,9,1.0,1,1,1,1,1,1
2,71,-15,2.0,0,-1,1,0,1,1
2,72,9,1.0,1,1,1,1,1,1
2,73,0,0.1,0,0,1,0,1,1
2,74,9,1.0,0,1,1,0,1,1
2,75,9,1.0,1,1,1,1,1,1
2,76,9,2.0,0,1,1,0,1,1
2,77,-15,2.0,1,-1,1,1,1,1
2,78,0,2.0,1,0,1,1,1,1
2,79,9,2.0,1,1,1,1,1,1
2,80,-15,1.0,0,-1,1,0,1,1
2,81,-15,2.0,1,-1,1,1,1,1
2,83,0,2.0,0,0,1,0,1,1
2,84,9,2.0,0,1,1,0,1,1
2,86,9,0.1,0,1,1,0,1,1
2,87,0,0.1,1,0,1,1,1,1
2,88,0,0.1,0,0,1,0,1,1
2,89,-15,1.0,0,-1,1,0,1,1
2,91,0,0.1,1,0,1,1,1,1
2,92,-15,1.0,1,-1,1,1,1,1
2,93,-15,0.1,1,-1,1,1,1,1
2,95,9,2.0,0,1,1,0,1,1
2,96,0,0.1,0,0,1,0,1,1
2,98,9,0.1,1,1,1,1,1,1
2,99,9,1.0,1,1,1,1,1,1
2,100,0,2.0,0,0,1,0,1,1
2,101,9,1.0,0,1,1,0,1,1
2,102,9,1.0,0,1,1,0,1,1
2,103,0,0.1,1,0,1,1,1,1
2,104,9,1.0,0,1,1,0,1,1
2,105,0,1.0,1,0,1,1,1,1
2,106,0,0.1,0,0,1,0,1,1
2,107,9,2.0,0,1,1,0,1,1
2,108,0,0.1,0,0,1,0,1,1
2,109,-15,2.0,1,-1,1,1,1,1
2,110,0,1.0,0,0,1,0,1,1
2,111,9,2.0,0,1,1,0,1,1
2,112,0,1.0,1,0,1,1,1,1
2,113,-15,2.0,0,-1,1,0,1,1
2,115,9,0.1,0,1,1,0,1,1
2,116,9,2.0,1,1,1,1,1,1
2,117,0,2.0,0,0,1,0,1,1
2,118,0,0.1,0,0,1,0,1,1
2,119,-15,2.0,0,-1,1,0,1,1
2,120,9,0.1,0,1,1,0,1,1
2,121,9,1.0,0,1,1,0,1,1
2,122,0,0.1,1,0,1,1,1,1
2,123,-15,0.1,0,-1,1,0,1,1
2,124,9,2.0,1,1,1,1,1,1
2,126,-15,1.0,1,-1,1,1,1,1
2,127,9,1.0,0,1,1,0,1,1
2,128,0,2.0,1,0,1,1,1,1
2,129,-15,2.0,1,-1,1,1,1,1
2,130,0,2.0,0,0,1,0,1,1
2,131,0,0.1,0,0,1,0,1,1
2,132,0,2.0,1,0,1,1,1,1
2,133,-15,2.0,0,-1,1,0,1,1
2,134,9,2.0,0,1,1,0,1,1
2,135,0,1.0,0,0,1,0,1,1
2,136,-15,1.0,1,-1,1,1,1,1
2,137,9,0.1,0,1,1,0,1,1
2,138,9,1.0,0,1,1,0,1,1
2,139,9,0.1,1,1,1,1,1,1
2,141,9,2.0,0,1,1,0,1,1
2,142,0,0.1,0,0,1,0,1,1
2,143,9,2.0,0,1,1,0,1,1
2,144,9,1.0,1,1,1,1,1,1
2,145,-15,2.0,0,-1,1,0,1,1
2,146,9,1.0,1,1,1,1,1,1
2,147,0,1.0,1,0,1,1,1,1
2,148,0,2.0,0,0,1,0,1,1
2,149,0,2.0,1,0,1,1,1,1
2,150,0,2.0,0,0,1,0,1,1
2,151,9,1.0,1,1,1,1,1,1
2,152,9,2.0,1,1,1,1,1,1
2,153,-15,0.1,0,-1,1,0,1,1
2,154,0,1.0,0,0,1,0,1,1
