Participant,Trial,Temperature,Duration,Direction,FeltThermal,numLocation,extraLocations,ThermalMatch,NumMatch,DirectionMatch,Location,FeltLocation,Displacement
4,2,0,0.25,1,0,3,,1,1,1,1,0.0,0.0
4,2,0,0.25,1,0,3,,1,1,1,2,0.4331945,0.4331945
4,2,0,0.25,1,0,3,,1,1,1,3,0.8554167,0.14458329999999997
4,3,0,0.1,1,0,3,,1,1,1,1,0.2470834,0.2470834
4,3,0,0.1,1,0,3,,1,1,1,2,0.5331945,0.5331945
4,3,0,0.1,1,0,3,,1,1,1,3,0.7915278,0.2084722
4,5,0,0.25,0,0,3,,1,1,1,1,0.81375,0.18625000000000003
4,5,0,0.25,0,0,3,,1,1,1,2,0.4165278,0.5834722
4,5,0,0.25,0,0,3,,1,1,1,3,0.03319448,0.03319448
4,6,-15,0.25,1,-1,3,,1,1,1,1,0.05819448,0.05819448
4,6,-15,0.25,1,-1,3,,1,1,1,2,0.46375,0.46375
4,6,-15,0.25,1,-1,3,,1,1,1,3,0.7804167,0.21958330000000004
4,8,9,0.25,1,1,3,,1,1,1,1,0.0,0.0
4,8,9,0.25,1,1,3,,1,1,1,2,0.4081945,0.4081945
4,8,9,0.25,1,1,3,,1,1,1,3,0.7887501,0.2112499
4,9,9,0.5,0,1,3,,1,1,1,1,0.5109723,0.48902769999999995
4,9,9,0.5,0,1,3,,1,1,1,2,0.5109723,0.48902769999999995
4,9,9,0.5,0,1,3,,1,1,1,3,0.01375003,0.01375003
4,12,-15,0.5,0,-1,3,,1,1,1,1,0.8248612,0.17513880000000004
4,12,-15,0.5,0,-1,3,,1,1,1,2,0.4248611,0.5751389
4,12,-15,0.5,0,-1,3,,1,1,1,3,0.06652781,0.06652781
4,13,-15,0.1,0,-1,3,,1,1,1,1,0.8331945,0.16680550000000005
4,13,-15,0.1,0,-1,3,,1,1,1,2,0.41375,0.5862499999999999
4,13,-15,0.1,0,-1,3,,1,1,1,3,0.11375,0.11375
4,15,0,0.25,1,0,3,,1,1,1,1,0.0,0.0
4,15,0,0.25,1,0,3,,1,1,1,2,0.46375,0.46375
4,15,0,0.25,1,0,3,,1,1,1,3,0.8081945,0.19180549999999996
4,18,-15,0.1,1,-1,3,,1,1,1,1,0.0,0.0
4,18,-15,0.1,1,-1,3,,1,1,1,2,0.4609722,0.4609722
4,18,-15,0.1,1,-1,3,,1,1,1,3,0.8276389,0.17236110000000004
4,20,9,0.25,1,1,3,,1,1,1,1,0.0,0.0
4,20,9,0.25,1,1,3,,1,1,1,2,0.5026389,0.5026389
4,20,9,0.25,1,1,3,,1,1,1,3,0.8248612,0.17513880000000004
4,30,9,0.5,0,1,3,,1,1,1,1,0.6665278,0.3334722
4,30,9,0.5,0,1,3,,1,1,1,2,0.6665278,0.3334722
4,30,9,0.5,0,1,3,,1,1,1,3,0.0804167,0.0804167
4,41,0,0.5,1,0,3,,1,1,1,1,0.0,0.0
4,41,0,0.5,1,0,3,,1,1,1,2,0.0,0.0
4,41,0,0.5,1,0,3,,1,1,1,3,0.7443056,0.2556944
4,42,-15,0.1,1,-1,3,,1,1,1,1,0.0,0.0
4,42,-15,0.1,1,-1,3,,1,1,1,2,0.0,0.0
4,42,-15,0.1,1,-1,3,,1,1,1,3,0.5859722,0.41402779999999995
4,43,9,0.5,1,1,3,,1,1,1,1,0.0,0.0
4,43,9,0.5,1,1,3,,1,1,1,2,0.0,0.0
4,43,9,0.5,1,1,3,,1,1,1,3,0.6193056,0.3806944
4,44,-15,0.1,0,-1,3,,1,1,1,1,0.6304167,0.36958329999999995
4,44,-15,0.1,0,-1,3,,1,1,1,2,0.6304167,0.36958329999999995
4,44,-15,0.1,0,-1,3,,1,1,1,3,0.0554167,0.0554167
4,49,0,0.5,1,0,3,,1,1,1,1,0.0,0.0
4,49,0,0.5,1,0,3,,1,1,1,2,0.0,0.0
4,49,0,0.5,1,0,3,,1,1,1,3,0.7359723,0.2640277
4,51,9,0.1,1,1,3,,1,1,1,1,0.0,0.0
4,51,9,0.1,1,1,3,,1,1,1,2,0.0,0.0
4,51,9,0.1,1,1,3,,1,1,1,3,0.7276389,0.2723611
4,52,9,0.25,0,1,3,,1,1,1,1,0.6609722,0.3390278
