T-15.0_D0.1_L0.0,T-15.0_D0.1_L0.25,T-15.0_D0.1_L0.5,T-15.0_D0.1_L0.75,T-15.0_D0.1_L1.0,T-15.0_D1.0_L0.0,T-15.0_D1.0_L0.25,T-15.0_D1.0_L0.5,T-15.0_D1.0_L0.75,T-15.0_D1.0_L1.0,T-15.0_D2.0_L0.0,T-15.0_D2.0_L0.25,T-15.0_D2.0_L0.5,T-15.0_D2.0_L0.75,T-15.0_D2.0_L1.0,T0.0_D0.1_L0.0,T0.0_D0.1_L0.25,T0.0_D0.1_L0.5,T0.0_D0.1_L0.75,T0.0_D0.1_L1.0,T0.0_D1.0_L0.0,T0.0_D1.0_L0.25,T0.0_D1.0_L0.5,T0.0_D1.0_L0.75,T0.0_D1.0_L1.0,T0.0_D2.0_L0.0,T0.0_D2.0_L0.25,T0.0_D2.0_L0.5,T0.0_D2.0_L0.75,T0.0_D2.0_L1.0,T9.0_D0.1_L0.0,T9.0_D0.1_L0.25,T9.0_D0.1_L0.5,T9.0_D0.1_L0.75,T9.0_D0.1_L1.0,T9.0_D1.0_L0.0,T9.0_D1.0_L0.25,T9.0_D1.0_L0.5,T9.0_D1.0_L0.75,T9.0_D1.0_L1.0,T9.0_D2.0_L0.0,T9.0_D2.0_L0.25,T9.0_D2.0_L0.5,T9.0_D2.0_L0.75,T9.0_D2.0_L1.0
0.0,0.9046277,0.9950263,1.0,0.9452937,0.2560036,0.5,0.9147944,0.8253286,1.0,0.2926029,0.0,1.0,0.9900268,0.7785627,0.2637566,0.07748784,0.5,0.7907612,0.5,0.166079,0.25,0.7453294,0.1009847,1.0,0.0,0.5,1.0,1.0,0.4432105,0.0,0.3210693,0.3963013,0.774496,1.0,0.7589589,0.252399,0.6658247,0.5,0.3478047,0.6158502,0.8543649,0.1782182,0.6635529,0.7385148
0.1482382,0.2682033,,0.587432,1.0,0.0,0.8316494,0.7826293,0.7998289,1.0,0.0,0.2438036,0.2438036,1.0,0.8029619,0.2763366,0.1388204,0.5,0.833462,0.7430579,0.1865235,0.6908122,0.0,1.0,1.0,0.04192399,0.177437,0.6203935,0.779403,0.8192291,0.0,0.2499032,0.5,0.7794959,1.0,0.6385657,0.2946363,0.8720948,0.806662,0.7203423,0.18198,0.5,0.5,1.0,1.0
0.1299386,0.7907627,,0.7053637,0.7297638,0.0,0.6443642,0.7500963,1.0,1.0,0.09537213,1.0,0.294443,0.6870639,0.97986,0.2763366,0.8262619,0.9247835,1.0,0.8293953,0.2137821,0.0,0.858908,0.6181217,1.0,0.6635532,0.319036,0.7195966,0.2137821,1.0,0.0,0.5,0.8253291,0.7033307,0.9676605,0.1555023,0.5,0.8273624,0.9838446,0.9452276,0.8884385,0.75213,0.6294793,0.5,0.7430578
,0.0,,0.9127607,0.9645266,0.0,0.7317966,0.5,1.0,1.0,0.0770726,0.6626644,0.8131285,0.97376,0.0,0.3109026,0.2275373,0.6544667,0.371902,1.0,0.3027692,0.6635532,0.8375286,0.7887294,0.9940935,0.2682033,0.7785627,0.5,0.5,0.786696,0.5894653,0.0,0.8151624,0.0,1.0,0.3759687,0.3739349,0.7643291,0.3942679,1.0,0.1828047,0.2763366,1.0,0.5772336,0.8617351
,0.0,,0.9005615,1.0,0.0,0.7297637,0.5,1.0,0.8151624,0.0,0.7114636,0.5,0.0,1.0,0.8049957,0.1828047,0.2842007,0.687064,0.8822614,0.5,1.0,0.7378961,0.7419634,1.0,0.2824367,0.2438037,0.7216298,0.7114636,0.7521296,0.1166385,0.0,1.0,1.0,1.0,0.3088692,0.3149693,0.3434357,1.0,0.7785627,0.3332689,0.5,0.874128,1.0,0.6667309
,0.04047285,,0.9981598,,0.4491673,0.9595271,0.5,0.9330941,0.7358633,0.09943886,0.774496,0.713497,1.0,1.0,0.03233991,0.626065,0.9096639,1.0,1.0,0.0,0.4268009,0.5,0.7419633,0.4247676,0.3068359,0.2438036,0.7033308,0.5,0.0,0.0,0.0,0.7195971,1.0,0.8110952,0.3149693,0.5,0.5975983,0.8232958,1.0,0.3149693,0.3190354,0.886328,0.8517617,1.0
,0.0,,0.8110957,,0.2295706,0.1767046,0.5,0.2661699,0.6972307,0.0,0.4166341,0.5,1.0,1.0,0.0,0.1125718,0.3902012,1.0,1.0,0.0,0.6321645,0.7439963,0.5,0.4227343,0.8578617,0.5,1.0,0.5,1.0,0.0,0.0,0.6168315,1.0,0.2966697,0.2854028,0.5,0.7846627,0.8070289,0.6118315,0.2966697,0.5,0.5,1.0,0.9441936
,0.1645049,,1.0,,0.0,0.5,0.6890969,0.8994609,0.660631,0.2377035,0.1948111,0.7948294,0.9574937,0.6168315,0.3199688,0.0,0.7338299,1.0,1.0,0.0,0.2092377,0.5,0.9981597,0.6818972,0.9310607,0.5,0.5,1.0,1.0,0.0,0.7622964,0.7195966,0.1462053,0.6789306,0.0,0.2194039,1.0,0.8476954,0.9615604,0.0,0.1401053,0.9177606,0.8171953,1.0
,,,1.0,,0.0,0.7643297,0.6219979,0.6484314,0.9818934,0.2133038,0.08927217,0.7134969,0.5,0.406468,0.3292027,0.0,0.4024012,1.0,0.06987239,0.0,0.2539703,0.5,1.0,0.701297,0.0,0.09537261,0.9961265,0.780596,1.0,0.0,0.5813319,0.9025943,0.5,1.0,0.0,0.7968627,0.7704293,0.5,1.0,0.0,0.27227,0.5,0.1665379,1.0
,,,1.0,,0.0,0.874128,0.6768977,0.2153372,1.0,,0.3251356,0.5,0.8110953,0.6911306,0.2234706,0.0,0.7317966,0.27227,0.4227347,0.0,0.2417703,1.0,0.5,1.0,0.0,0.1828046,0.6585976,0.3170027,0.7683963,0.0,0.0,0.8334624,1.0,1.0,0.0,0.3007363,0.217371,0.5,1.0,0.0,0.5,0.5,1.0,1.0
,,,0.8436288,,0.1898375,0.7460296,0.6321646,0.8253291,1.0,,0.2133043,0.7622964,0.579299,0.6463976,0.1268052,0.5,1.0,0.2844696,0.5,0.2499036,0.5,0.2966696,0.386135,1.0,0.09943887,0.1970376,0.8171953,0.2600699,0.6606315,0.1502715,0.09740555,0.906661,1.0,0.9329009,0.0,0.6179317,0.3637682,1.0,1.0,0.0,0.2793028,0.8232953,1.0,1.0
,,,,,0.2031376,0.3434352,0.953427,0.8160952,0.8293957,,0.2194039,0.3902012,0.6229312,0.794829,0.0,0.3983346,1.0,0.2488031,0.6972307,0.1491715,0.5,0.3454686,0.386135,0.9147945,0.1238386,0.2336373,0.3149693,0.2122038,0.3617353,0.08927259,0.2234706,0.9147945,0.8903946,1.0,0.09943888,0.08317258,0.1584049,0.386135,0.8944613,0.6036987,0.2915029,0.8659951,0.5,0.345469
,,,,,0.2539698,0.6585976,0.4379004,0.8883615,0.9868929,,0.2316035,0.6809639,0.886328,0.905561,0.0,0.3088693,0.0,0.7103636,1.0,0.0,0.5,0.1136723,0.7358633,0.9360607,0.3780017,0.1573044,0.3027697,0.7785626,0.3271694,1.0,0.8273619,0.9615605,0.9290274,0.9554604,0.3353027,0.6280979,0.687064,0.3129359,0.6972308,0.2295707,0.3576686,0.5691323,1.0,1.0
,,,,,,0.3698682,0.1695045,0.9879935,0.9737605,,,0.2223705,0.933094,1.0,0.0,0.2955691,1.0,1.0,1.0,0.04860659,0.3068364,0.0,0.8761618,0.9462274,0.1136719,0.2885361,0.5975987,0.6565642,0.9441936,,0.1828042,0.9635937,0.9554604,0.9412274,0.1848375,0.1563715,0.4064679,0.7876288,0.2305035,0.1624712,0.821262,0.900561,0.8212624,0.3719016
,,,,,,0.0,0.5121996,0.8293954,1.0,,,,0.6809639,0.9798601,0.0,0.06893951,0.3170027,0.9229279,1.0,0.0,0.1146051,0.7846627,0.8680284,0.8273619,0.0,0.2336368,0.5772657,0.6890973,0.8903946,,0.09333885,0.2539699,1.0,1.0,0.141038,0.1097987,0.5691323,0.7765293,0.5853987,0.3332689,1.0,0.3027697,0.5,0.6240317
,,,,,,0.3881679,0.9005615,1.0,,,,,0.8741285,0.9981598,0.0648729,0.0,0.1665379,1.0,1.0,0.2325367,0.2650698,0.7256966,0.365802,0.8110957,0.0,0.6362317,0.6748644,0.626065,0.8944615,,0.1665383,,0.9330939,,0.0,0.03843991,0.7968622,0.7704293,1.0,0.04657328,0.03843991,0.5,0.654531,0.9635937
,,,,,,0.06783908,0.9025944,1.0,,,,,0.7378967,0.9737601,0.2214372,0.1828045,0.7724631,1.0,1.0,0.0,0.4105347,0.8303285,0.772463,,0.0,0.09943883,0.5955653,0.9493604,1.0,,0.1868713,,,,0.0,0.0,0.7561963,0.9879931,0.9269941,0.0,0.1360382,0.8334621,0.8232957,0.8944609
,,,,,,0.1726379,,,,,,,0.861928,0.7826289,1.0,0.1258719,0.5,1.0,1.0,0.1868708,0.1828042,0.22773,0.8375287,,0.1909375,0.05877286,1.0,,1.0,,,,,,0.3068359,0.7948294,0.8049957,1.0,0.9615605,0.2295706,0.1809639,0.1624716,1.0,0.97376
,,,,,,0.3556353,,,,,,,0.8110957,,,0.04657282,0.7887289,0.9351279,1.0,0.1421382,0.0,0.800929,1.0,,0.2427035,0.3698686,1.0,,1.0,,,,,,0.01404018,0.2804033,0.7968627,0.8192291,0.8741284,0.0,0.1990709,0.1746712,0.8354949,0.9188612
,,,,,,1.0,,,,,,,1.0,,,0.0,0.1421382,0.9269941,0.2011043,0.184838,0.1645049,0.1726379,0.7378967,,0.2234706,1.0,,,0.8802285,,,,,,0.08723879,0.1665383,1.0,1.0,0.9473276,0.1828042,0.3434352,1.0,1.0,1.0
,,,,,,,,,,,,,,,,0.3292022,1.0,1.0,,,0.1116389,0.9839264,,,,,,,1.0,,,,,,0.0,,,0.888361,1.0,0.2356706,0.3475019,0.7704297,0.8029623,1.0
,,,,,,,,,,,,,,,,,1.0,,,,0.2377036,,,,,,,,,,,,,,0.1543382,,,0.8395616,0.8212621,,,0.9168274,1.0,1.0
,,,,,,,,,,,,,,,,,0.9147945,,,,0.2804029,,,,,,,,,,,,,,,,,0.9249607,,,,,1.0,
,,,,,,,,,,,,,,,,,0.9920601,,,,,,,,,,,,,,,,,,,,,,,,,,,
