Participant,Trial,Temperature,Duration,Direction,FeltThermal,FeltMotion,FeltDirection,ThermalMatch,DirectionMatch
15,1,9,2.0,1,1,1,1,1,1
15,3,0,0.1,1,0,0,1,1,1
15,4,9,1.0,1,1,0,1,1,1
15,6,9,0.1,1,1,0,1,1,1
15,7,-15,1.0,0,-1,1,0,1,1
15,8,9,0.1,1,1,0,1,1,1
15,10,0,2.0,1,0,1,1,1,1
15,11,-15,1.0,1,-1,1,1,1,1
15,12,-15,0.1,0,-1,0,0,1,1
15,13,0,1.0,1,0,1,1,1,1
15,14,0,2.0,0,0,1,0,1,1
15,15,0,2.0,0,0,1,0,1,1
15,16,-15,0.1,1,-1,0,1,1,1
15,17,-15,2.0,0,-1,1,0,1,1
15,18,0,1.0,1,0,1,1,1,1
15,19,-15,0.1,1,-1,0,1,1,1
15,20,-15,2.0,1,-1,1,1,1,1
15,21,0,0.1,0,0,0,0,1,1
15,23,0,1.0,0,0,1,0,1,1
15,24,-15,1.0,0,-1,1,0,1,1
15,25,9,0.1,0,1,0,0,1,1
15,26,9,2.0,0,1,1,0,1,1
15,27,0,1.0,1,0,1,1,1,1
15,28,9,2.0,1,1,1,1,1,1
15,30,-15,0.1,1,-1,0,1,1,1
15,31,9,2.0,0,1,1,0,1,1
15,32,-15,0.1,0,-1,0,0,1,1
15,33,-15,2.0,0,-1,1,0,1,1
15,35,9,1.0,1,1,1,1,1,1
15,36,9,2.0,0,1,1,0,1,1
15,37,9,0.1,0,1,0,0,1,1
15,40,9,0.1,1,1,0,1,1,1
15,41,-15,2.0,0,-1,1,0,1,1
15,42,9,2.0,1,1,1,1,1,1
15,43,-15,0.1,1,-1,0,1,1,1
15,44,-15,2.0,1,-1,1,1,1,1
15,46,-15,2.0,0,-1,1,0,1,1
15,47,0,1.0,1,0,1,1,1,1
15,49,9,1.0,1,1,1,1,1,1
15,50,0,1.0,0,0,1,0,1,1
15,51,0,2.0,1,0,1,1,1,1
15,52,-15,1.0,0,-1,1,0,1,1
15,53,0,0.1,0,0,0,0,1,1
15,54,-15,2.0,1,-1,1,1,1,1
15,55,0,0.1,0,0,0,0,1,1
15,56,-15,1.0,0,-1,1,0,1,1
15,57,9,2.0,1,1,1,1,1,1
15,58,9,0.1,1,1,0,1,1,1
15,59,9,0.1,0,1,0,0,1,1
15,60,9,1.0,1,1,1,1,1,1
15,61,-15,1.0,1,-1,1,1,1,1
15,62,9,1.0,0,1,1,0,1,1
15,63,0,1.0,0,0,1,0,1,1
15,64,9,1.0,1,1,1,1,1,1
15,65,0,2.0,0,0,1,0,1,1
15,66,0,0.1,0,0,0,0,1,1
15,67,0,2.0,1,0,1,1,1,1
15,68,0,0.1,1,0,0,1,1,1
15,69,-15,0.1,1,-1,0,1,1,1
15,70,0,0.1,0,0,0,0,1,1
15,71,-15,0.1,0,-1,0,0,1,1
15,72,9,1.0,0,1,1,0,1,1
15,73,-15,2.0,1,-1,1,1,1,1
15,74,9,2.0,0,1,1,0,1,1
15,75,-15,1.0,0,-1,1,0,1,1
15,76,9,2.0,0,1,1,0,1,1
15,77,0,0.1,0,0,1,0,1,1
15,78,9,1.0,0,1,1,0,1,1
15,79,9,2.0,1,1,1,1,1,1
15,80,-15,1.0,0,-1,1,0,1,1
15,81,0,0.1,0,0,0,0,1,1
15,82,0,2.0,0,0,1,0,1,1
15,83,-15,1.0,1,-1,1,1,1,1
15,84,9,1.0,0,1,1,0,1,1
15,85,-15,0.1,1,-1,0,1,1,1
15,86,0,2.0,1,0,1,1,1,1
15,87,0,2.0,1,0,1,1,1,1
15,88,-15,1.0,0,-1,1,0,1,1
15,89,9,2.0,1,1,1,1,1,1
15,90,9,2.0,1,1,1,1,1,1
15,91,0,0.1,1,0,0,1,1,1
15,92,9,1.0,0,1,1,0,1,1
15,93,0,1.0,0,0,1,0,1,1
15,94,9,1.0,0,1,1,0,1,1
15,95,0,1.0,1,0,1,1,1,1
15,96,-15,2.0,0,-1,1,0,1,1
15,97,0,0.1,0,0,1,0,1,1
15,99,9,1.0,0,1,1,0,1,1
15,101,0,2.0,1,0,1,1,1,1
15,102,0,2.0,1,0,1,1,1,1
15,103,9,1.0,1,1,1,1,1,1
15,104,-15,0.1,0,-1,0,0,1,1
15,105,0,1.0,0,0,0,0,1,1
15,106,-15,2.0,0,-1,1,0,1,1
15,107,0,0.1,0,0,1,0,1,1
15,108,0,2.0,0,0,1,0,1,1
15,109,0,1.0,0,0,1,0,1,1
15,110,-15,2.0,0,-1,1,0,1,1
15,111,0,2.0,1,0,1,1,1,1
15,112,-15,0.1,0,-1,0,0,1,1
15,114,9,2.0,0,1,1,0,1,1
15,116,-15,1.0,1,-1,1,1,1,1
15,118,9,0.1,0,1,0,0,1,1
15,119,9,1.0,0,1,1,0,1,1
15,120,-15,1.0,1,-1,1,1,1,1
15,121,9,0.1,0,1,0,0,1,1
15,123,9,0.1,1,1,0,1,1,1
15,124,9,0.1,0,1,0,0,1,1
15,125,-15,0.1,0,-1,0,0,1,1
15,126,-15,0.1,0,-1,0,0,1,1
15,129,-15,1.0,1,-1,1,1,1,1
15,130,9,0.1,0,1,0,0,1,1
15,131,9,0.1,0,1,0,0,1,1
15,132,0,0.1,1,0,1,1,1,1
15,133,-15,1.0,0,-1,1,0,1,1
15,134,0,1.0,1,0,1,1,1,1
15,135,9,1.0,1,1,1,1,1,1
15,136,9,0.1,1,1,0,1,1,1
15,139,-15,0.1,1,-1,0,1,1,1
15,140,9,2.0,0,1,1,0,1,1
15,142,-15,0.1,0,-1,0,0,1,1
15,144,-15,1.0,0,-1,1,0,1,1
15,145,-15,1.0,1,-1,1,1,1,1
15,146,9,0.1,1,1,0,1,1,1
15,147,9,1.0,1,1,1,1,1,1
15,148,9,2.0,1,1,1,1,1,1
15,149,-15,2.0,0,-1,1,0,1,1
15,150,9,1.0,0,1,1,0,1,1
15,152,-15,1.0,1,-1,1,1,1,1
15,153,-15,1.0,1,-1,1,1,1,1
15,154,0,0.1,0,0,1,0,1,1
15,155,9,1.0,0,1,1,0,1,1
15,157,-15,2.0,0,-1,1,0,1,1
15,158,0,1.0,1,0,1,1,1,1
15,159,-15,2.0,0,-1,1,0,1,1
15,160,9,2.0,0,1,1,0,1,1
15,162,0,2.0,0,0,1,0,1,1
15,163,0,1.0,1,0,1,1,1,1
15,164,0,1.0,1,0,1,1,1,1
15,165,0,2.0,1,0,1,1,1,1
15,166,-15,2.0,1,-1,1,1,1,1
15,167,-15,1.0,1,-1,1,1,1,1
15,169,-15,2.0,1,-1,1,1,1,1
15,170,9,1.0,1,1,1,1,1,1
15,171,9,2.0,1,1,1,1,1,1
15,173,-15,2.0,1,-1,1,1,1,1
15,174,-15,0.1,1,-1,0,1,1,1
15,175,0,1.0,0,0,1,0,1,1
15,176,0,2.0,0,0,1,0,1,1
15,177,9,0.1,0,1,0,0,1,1
15,178,-15,0.1,1,-1,0,1,1,1
15,179,0,2.0,0,0,1,0,1,1
15,180,0,1.0,0,0,1,0,1,1
