Participant,Trial,Temperature,Duration,Direction,FeltThermal,numLocation,extraLocations,ThermalMatch,NumMatch,DirectionMatch,Location,FeltLocation,Displacement
13,1,9,0.25,0,1,3,,1,1,1,1,1.0,0.0
13,1,9,0.25,0,1,3,,1,1,1,2,1.0,0.0
13,1,9,0.25,0,1,3,,1,1,1,3,0.4896405,0.4896405
13,2,9,0.25,1,1,3,,1,1,1,1,0.5,0.5
13,2,9,0.25,1,1,3,,1,1,1,2,0.5,0.5
13,2,9,0.25,1,1,3,,1,1,1,3,1.0,0.0
13,4,0,0.25,1,0,3,,1,1,1,1,0.0,0.0
13,4,0,0.25,1,0,3,,1,1,1,2,0.0,0.0
13,4,0,0.25,1,0,3,,1,1,1,3,1.0,0.0
13,6,9,0.1,0,1,3,,1,1,1,1,1.0,0.0
13,6,9,0.1,0,1,3,,1,1,1,2,1.0,0.0
13,6,9,0.1,0,1,3,,1,1,1,3,0.5506396,0.5506396
13,8,0,0.25,0,0,3,,1,1,1,1,1.0,0.0
13,8,0,0.25,0,0,3,,1,1,1,2,1.0,0.0
13,8,0,0.25,0,0,3,,1,1,1,3,0.5059069,0.5059069
13,9,0,0.25,1,0,3,,1,1,1,1,0.5,0.5
13,9,0,0.25,1,0,3,,1,1,1,2,0.5,0.5
13,9,0,0.25,1,0,3,,1,1,1,3,1.0,0.0
13,10,0,0.5,1,0,3,,1,1,1,1,0.2194039,0.2194039
13,10,0,0.5,1,0,3,,1,1,1,2,0.2194039,0.2194039
13,10,0,0.5,1,0,3,,1,1,1,3,1.0,0.0
13,11,0,0.1,0,0,3,,1,1,1,1,1.0,0.0
13,11,0,0.1,0,0,3,,1,1,1,2,1.0,0.0
13,11,0,0.1,0,0,3,,1,1,1,3,0.53234,0.53234
13,12,0,0.5,1,0,3,,1,1,1,1,0.2031376,0.2031376
13,12,0,0.5,1,0,3,,1,1,1,2,0.2031376,0.2031376
13,12,0,0.5,1,0,3,,1,1,1,3,0.8924279,0.10757209999999995
13,13,0,0.1,1,0,3,,1,1,1,1,0.5,0.5
13,13,0,0.1,1,0,3,,1,1,1,2,0.5,0.5
13,13,0,0.1,1,0,3,,1,1,1,3,1.0,0.0
13,14,0,0.1,1,0,3,,1,1,1,1,0.5,0.5
13,14,0,0.1,1,0,3,,1,1,1,2,0.5,0.5
13,14,0,0.1,1,0,3,,1,1,1,3,1.0,0.0
13,15,9,0.1,1,1,3,,1,1,1,1,0.5,0.5
13,15,9,0.1,1,1,3,,1,1,1,2,0.5,0.5
