Participant,Trial,Temperature,Duration,Direction,FeltThermal,numLocation,extraLocations,ThermalMatch,NumMatch,DirectionMatch,Location,FeltLocation,Displacement
2,6,0,0.25,0,0,3,,1,1,1,1,0.6972222,0.3027778
2,6,0,0.25,0,0,3,,1,1,1,2,0.6972222,0.3027778
2,6,0,0.25,0,0,3,,1,1,1,3,0.2777778,0.2777778
2,7,-15,0.5,1,-1,3,,1,1,1,1,0.3611111,0.3611111
2,7,-15,0.5,1,-1,3,,1,1,1,2,0.3611111,0.3611111
2,7,-15,0.5,1,-1,3,,1,1,1,3,0.5722222,0.4277778
2,8,9,0.25,1,1,3,,1,1,1,1,0.4222222,0.4222222
2,8,9,0.25,1,1,3,,1,1,1,2,0.4638889,0.4638889
2,8,9,0.25,1,1,3,,1,1,1,3,0.6944444,0.30555560000000004
2,9,-15,0.25,0,-1,3,,1,1,1,1,0.8444445,0.15555549999999996
2,9,-15,0.25,0,-1,3,,1,1,1,2,0.8444445,0.15555549999999996
2,9,-15,0.25,0,-1,3,,1,1,1,3,0.2166667,0.2166667
2,10,0,0.5,0,0,3,,1,1,1,1,0.7416667,0.2583333
2,10,0,0.5,0,0,3,,1,1,1,2,0.7416667,0.2583333
2,10,0,0.5,0,0,3,,1,1,1,3,0.03611111,0.03611111
2,11,9,0.1,0,1,3,,1,1,1,1,0.8333333,0.16666669999999995
2,11,9,0.1,0,1,3,,1,1,1,2,0.8333333,0.16666669999999995
2,11,9,0.1,0,1,3,,1,1,1,3,0.1194444,0.1194444
2,12,-15,0.5,0,-1,3,,1,1,1,1,0.88875,0.11124999999999996
2,12,-15,0.5,0,-1,3,,1,1,1,2,0.88875,0.11124999999999996
2,12,-15,0.5,0,-1,3,,1,1,1,3,0.1581945,0.1581945
2,13,-15,0.5,1,-1,3,,1,1,1,1,0.6722222,0.6722222
2,13,-15,0.5,1,-1,3,,1,1,1,2,0.6722222,0.6722222
2,13,-15,0.5,1,-1,3,,1,1,1,3,1.0,0.0
2,15,9,0.25,0,1,3,,1,1,1,1,0.7861111,0.21388890000000005
2,15,9,0.25,0,1,3,,1,1,1,2,0.7861111,0.21388890000000005
2,15,9,0.25,0,1,3,,1,1,1,3,0.3777778,0.3777778
2,19,9,0.5,0,1,3,,1,1,1,1,0.6944444,0.30555560000000004
2,19,9,0.5,0,1,3,,1,1,1,2,0.6944444,0.30555560000000004
2,19,9,0.5,0,1,3,,1,1,1,3,0.08611107,0.08611107
2,21,9,0.5,1,1,3,,1,1,1,1,0.5833333,0.5833333
2,21,9,0.5,1,1,3,,1,1,1,2,0.5833333,0.5833333
2,21,9,0.5,1,1,3,,1,1,1,3,0.7472222,0.25277780000000005
2,22,9,0.25,0,1,3,,1,1,1,1,0.8611111,0.13888889999999998
2,22,9,0.25,0,1,3,,1,1,1,2,0.8611111,0.13888889999999998
2,22,9,0.25,0,1,3,,1,1,1,3,0.3611111,0.3611111
2,23,9,0.25,1,1,3,,1,1,1,1,0.5277778,0.5277778
2,23,9,0.25,1,1,3,,1,1,1,2,0.5277778,0.5277778
2,23,9,0.25,1,1,3,,1,1,1,3,0.8083333,0.19166669999999997
2,24,0,0.25,0,0,3,,1,1,1,1,0.7138889,0.28611109999999995
2,24,0,0.25,0,0,3,,1,1,1,2,0.7138889,0.28611109999999995
2,24,0,0.25,0,0,3,,1,1,1,3,0.08333334,0.08333334
2,25,9,0.5,1,1,3,,1,1,1,1,0.3777778,0.3777778
2,25,9,0.5,1,1,3,,1,1,1,2,0.3777778,0.3777778
2,25,9,0.5,1,1,3,,1,1,1,3,0.6833333,0.31666669999999997
2,26,-15,0.5,0,-1,3,,1,1,1,1,0.7583333,0.2416667
2,26,-15,0.5,0,-1,3,,1,1,1,2,0.7583333,0.2416667
2,26,-15,0.5,0,-1,3,,1,1,1,3,0.1777778,0.1777778
2,27,9,0.1,0,1,3,,1,1,1,1,0.7138889,0.28611109999999995
2,27,9,0.1,0,1,3,,1,1,1,2,0.7138889,0.28611109999999995
2,27,9,0.1,0,1,3,,1,1,1,3,0.4138889,0.4138889
2,28,0,0.25,1,0,3,,1,1,1,1,0.1638889,0.1638889
2,28,0,0.25,1,0,3,,1,1,1,2,0.1638889,0.1638889
2,28,0,0.25,1,0,3,,1,1,1,3,0.6,0.4
2,29,-15,0.1,0,-1,3,,1,1,1,1,0.8277778,0.1722222
2,29,-15,0.1,0,-1,3,,1,1,1,2,0.8277778,0.1722222
2,29,-15,0.1,0,-1,3,,1,1,1,3,0.4472222,0.4472222
2,31,0,0.1,0,0,3,,1,1,1,1,0.7,0.30000000000000004
2,31,0,0.1,0,0,3,,1,1,1,2,0.7,0.30000000000000004
2,31,0,0.1,0,0,3,,1,1,1,3,0.1388889,0.1388889
2,32,0,0.5,0,0,3,,1,1,1,1,0.4888889,0.5111110999999999
2,32,0,0.5,0,0,3,,1,1,1,2,0.4888889,0.5111110999999999
2,32,0,0.5,0,0,3,,1,1,1,3,0.2805555,0.2805555
