Participant,Trial,Temperature,Duration,Direction,FeltThermal,FeltMotion,FeltDirection,ThermalMatch,DirectionMatch
4,1,-15,0.1,1,-1,1,1,1,1
4,2,-15,0.1,1,-1,1,1,1,1
4,3,0,1.0,0,0,0,0,1,1
4,4,9,2.0,0,1,1,0,1,1
4,5,-15,1.0,0,-1,1,0,1,1
4,7,9,0.1,1,1,1,1,1,1
4,8,-15,1.0,0,-1,1,0,1,1
4,9,9,1.0,1,1,1,1,1,1
4,10,9,1.0,1,1,1,1,1,1
4,11,9,2.0,1,1,1,1,1,1
4,14,-15,2.0,0,-1,1,0,1,1
4,16,0,1.0,0,0,1,0,1,1
4,17,-15,1.0,0,-1,1,0,1,1
4,19,0,1.0,1,0,1,1,1,1
4,20,0,2.0,0,0,1,0,1,1
4,21,9,0.1,1,1,1,1,1,1
4,22,9,1.0,0,1,1,0,1,1
4,23,9,0.1,0,1,1,0,1,1
4,25,-15,2.0,1,-1,1,1,1,1
4,26,0,1.0,1,0,1,1,1,1
4,27,-15,0.1,0,-1,1,0,1,1
4,28,9,2.0,0,1,1,0,1,1
4,29,0,0.1,1,0,1,1,1,1
4,30,9,0.1,1,1,1,1,1,1
4,31,0,2.0,0,0,1,0,1,1
4,32,-15,1.0,1,-1,1,1,1,1
4,33,-15,2.0,0,-1,1,0,1,1
4,34,0,0.1,0,0,1,0,1,1
4,35,-15,2.0,0,-1,1,0,1,1
4,36,-15,2.0,0,-1,1,0,1,1
4,37,9,1.0,0,1,1,0,1,1
4,38,9,2.0,0,1,1,0,1,1
4,39,0,1.0,1,0,1,1,1,1
4,40,9,2.0,0,1,1,0,1,1
4,42,0,0.1,0,0,1,0,1,1
4,43,9,2.0,0,1,1,0,1,1
4,44,-15,0.1,0,-1,1,0,1,1
4,45,-15,2.0,0,-1,1,0,1,1
4,49,9,1.0,1,1,1,1,1,1
4,50,9,2.0,1,1,1,1,1,1
4,52,-15,1.0,1,-1,1,1,1,1
4,53,-15,0.1,0,-1,1,0,1,1
4,54,9,1.0,1,1,1,1,1,1
4,55,-15,1.0,1,-1,1,1,1,1
4,56,9,0.1,0,1,1,0,1,1
4,57,9,0.1,0,1,1,0,1,1
4,58,9,1.0,1,1,1,1,1,1
4,60,0,2.0,1,0,1,1,1,1
4,61,0,1.0,0,0,1,0,1,1
4,62,9,2.0,1,1,1,1,1,1
4,64,9,2.0,1,1,1,1,1,1
4,67,9,2.0,1,1,1,1,1,1
4,69,9,2.0,1,1,1,1,1,1
4,70,0,2.0,0,0,1,0,1,1
4,72,0,0.1,1,0,1,1,1,1
4,73,-15,1.0,0,-1,1,0,1,1
4,74,0,1.0,1,0,1,1,1,1
4,75,9,2.0,1,1,1,1,1,1
4,76,-15,1.0,0,-1,1,0,1,1
4,77,9,2.0,1,1,1,1,1,1
4,79,9,2.0,0,1,1,0,1,1
4,80,0,0.1,0,0,1,0,1,1
4,81,9,0.1,1,1,1,1,1,1
4,82,9,0.1,1,1,1,1,1,1
4,83,9,1.0,0,1,1,0,1,1
4,84,-15,1.0,1,-1,1,1,1,1
4,88,0,1.0,1,0,1,1,1,1
4,89,0,1.0,0,0,1,0,1,1
4,91,9,1.0,0,1,1,0,1,1
4,92,-15,2.0,1,-1,1,1,1,1
4,93,0,1.0,0,0,1,0,1,1
4,94,9,1.0,1,1,1,1,1,1
4,95,9,0.1,0,1,1,0,1,1
4,97,0,2.0,1,0,1,1,1,1
4,98,9,1.0,0,1,1,0,1,1
4,99,0,0.1,0,0,1,0,1,1
4,101,-15,2.0,1,-1,1,1,1,1
4,102,0,0.1,1,0,1,1,1,1
4,104,9,2.0,0,1,1,0,1,1
4,105,-15,2.0,0,-1,1,0,1,1
4,107,9,1.0,0,1,1,0,1,1
4,108,0,0.1,1,0,1,1,1,1
4,109,0,1.0,0,0,1,0,1,1
4,110,9,2.0,1,1,1,1,1,1
4,111,-15,1.0,0,-1,1,0,1,1
4,112,0,2.0,0,0,1,0,1,1
4,113,9,1.0,1,1,1,1,1,1
4,114,9,1.0,0,1,1,0,1,1
4,115,9,1.0,1,1,1,1,1,1
