participantNumber,trialNumber,feltThermal,feltMotion,feltDirection
13,1,1,0,1
13,2,-1,0,1
13,3,-1,1,0
13,4,-1,1,1
13,5,-1,1,1
13,6,-1,1,1
13,7,-1,0,1
13,8,-1,1,0
13,9,-1,1,0
13,10,1,1,1
13,11,1,1,0
13,12,1,0,1
13,13,0,1,1
13,14,-1,1,0
13,15,-1,0,0
13,16,0,1,0
13,17,0,1,1
13,18,1,1,0
13,19,0,0,0
13,20,-1,1,0
13,21,0,0,1
13,22,-1,1,0
13,23,0,1,0
13,24,1,1,0
13,25,1,1,1
13,26,1,1,1
13,27,1,0,1
13,28,-1,1,0
13,29,1,1,1
13,30,1,0,1
13,31,0,1,0
13,32,1,1,0
13,33,1,1,0
13,34,1,1,0
13,35,1,0,1
13,36,1,1,0
13,37,1,1,0
13,38,-1,1,0
13,39,-1,0,0
13,40,1,1,0
13,41,1,0,0
13,42,-1,1,0
13,43,1,1,0
13,44,1,1,1
13,45,-1,1,0
13,46,1,1,0
13,47,1,1,0
13,48,1,1,1
13,49,0,1,0
13,50,-1,1,1
13,51,1,1,0
13,52,-1,1,0
13,53,-1,1,0
13,54,1,1,1
13,55,-1,1,1
13,56,1,1,1
13,57,1,1,0
13,58,0,1,1
13,59,1,1,1
13,60,0,1,1
13,61,-1,1,0
13,62,0,1,1
13,63,0,1,0
13,64,-1,1,0
13,65,0,1,1
13,66,0,0,1
13,67,0,1,0
13,68,0,1,0
13,69,1,1,0
13,70,-1,1,1
13,71,-1,1,0
13,72,-1,1,1
13,73,1,1,1
13,74,-1,1,1
13,75,-1,1,0
13,76,1,1,1
13,77,-1,1,1
13,78,1,1,1
13,79,1,1,1
13,80,-1,1,0
13,81,0,1,1
13,82,1,1,1
13,83,1,1,0
13,84,1,1,1
13,85,0,1,0
13,86,1,0,1
13,87,1,0,0
13,88,-1,1,1
13,89,1,1,0
13,90,-1,1,1
13,91,-1,1,0
13,92,1,1,1
13,93,-1,1,0
13,94,1,1,1
13,95,1,1,1
13,96,-1,1,0
13,97,-1,1,0
13,98,1,1,1
13,99,1,1,1
13,100,1,1,0
13,101,-1,1,1
13,102,-1,1,1
13,103,-1,1,0
13,104,1,1,1
13,105,-1,0,1
13,106,-1,1,0
13,107,-1,1,1
13,108,-1,1,0
13,109,1,1,1
13,110,-1,1,1
13,111,1,1,0
13,112,-1,1,1
13,113,-1,1,1
13,114,1,1,1
13,115,-1,1,1
13,116,-1,1,0
13,117,1,1,1
13,118,1,1,1
13,119,-1,1,1
13,120,0,1,1
13,121,1,1,1
13,122,0,1,0
13,123,-1,1,0
13,124,0,1,0
13,125,-1,1,0
13,126,-1,1,0
13,127,-1,1,0
13,128,1,1,0
13,129,0,1,0
13,130,-1,1,1
13,131,1,1,1
13,132,1,1,0
13,133,1,1,0
13,134,1,1,0
13,135,-1,1,0
13,136,-1,1,0
13,137,-1,1,0
13,138,-1,1,0
13,139,1,1,1
13,140,1,1,1
13,141,1,1,1
13,142,-1,1,0
13,143,1,1,1
13,144,1,1,1
13,145,1,1,1
13,146,1,1,0
13,147,-1,1,0
13,148,-1,1,1
13,149,1,1,1
13,150,1,1,1
13,151,1,1,0
13,152,-1,1,1
13,153,1,1,0
13,154,1,1,0
13,155,1,1,0
13,156,1,1,0
13,157,1,1,0
13,158,-1,1,0
13,159,1,1,0
13,160,-1,1,1
13,161,-1,1,0
13,162,1,1,0
13,163,1,1,0
13,164,-1,1,0
13,165,1,1,1
13,166,1,1,0
13,167,1,1,1
13,168,1,1,0
13,169,1,1,1
13,170,-1,1,0
13,171,1,1,1
13,172,1,1,1
13,173,1,1,0
13,174,1,1,0
13,175,1,1,0
13,176,1,1,0
13,177,-1,1,1
13,178,0,1,1
13,179,1,1,0
13,180,-1,1,1
