participantNumber,trialNumber,feltThermal,feltMotion,feltDirection
12,1,0,1,1
12,2,0,0,0
12,3,1,1,0
12,4,1,1,0
12,5,1,1,0
12,6,0,0,1
12,7,0,0,1
12,8,0,1,1
12,9,0,1,1
12,10,1,1,0
12,11,0,0,0
12,12,0,0,0
12,13,1,1,1
12,14,0,1,1
12,15,1,1,0
12,16,1,1,0
12,17,0,0,0
12,18,0,0,1
12,19,1,1,1
12,20,0,1,1
12,21,-1,1,1
12,22,0,1,0
12,23,0,1,0
12,24,0,0,0
12,25,0,0,1
12,26,0,0,1
12,27,1,0,1
12,28,-1,1,1
12,29,1,1,1
12,30,0,0,0
12,31,-1,1,1
12,32,0,0,1
12,33,0,1,1
12,34,0,0,1
12,35,1,1,0
12,36,1,1,0
12,37,1,1,1
12,38,0,0,0
12,39,1,1,1
12,40,0,0,1
12,41,0,0,0
12,42,1,1,0
12,43,0,1,1
12,44,1,1,1
12,45,0,1,1
12,46,0,1,1
12,47,1,1,0
12,48,0,1,1
12,49,1,1,0
12,50,0,0,1
12,51,0,1,0
12,52,0,0,1
12,53,1,1,1
12,54,1,1,1
12,55,0,0,1
12,56,0,1,0
12,57,0,0,1
12,58,1,1,0
12,59,0,1,1
12,60,0,1,0
12,61,1,1,1
12,62,0,0,1
12,63,0,1,1
12,64,1,1,1
12,65,1,1,0
12,66,0,1,0
12,67,0,0,1
12,68,0,0,0
12,69,0,1,0
12,70,1,1,1
12,71,0,0,1
12,72,0,0,1
12,73,1,1,0
12,74,0,1,1
12,75,0,1,1
12,76,0,0,0
12,77,0,1,1
12,78,1,1,1
12,79,0,0,1
12,80,0,0,1
12,81,0,0,1
12,82,0,1,1
12,83,0,0,1
12,84,0,1,0
12,85,0,1,0
12,86,0,1,1
12,87,0,1,0
12,88,0,1,1
12,89,0,0,1
12,90,0,0,1
12,91,0,1,0
12,92,0,0,1
12,93,1,1,1
12,94,0,0,1
12,95,1,1,1
12,96,1,1,0
12,97,1,1,1
12,98,0,0,1
12,99,1,1,1
12,100,0,1,1
12,101,0,0,1
12,102,0,1,1
12,103,0,0,1
12,104,0,0,1
12,105,0,1,1
12,106,0,0,1
12,107,1,1,1
12,108,0,1,1
12,109,0,1,1
12,110,0,0,1
12,111,1,1,1
12,112,0,0,0
12,113,0,1,0
12,114,1,1,1
12,115,1,1,1
12,116,0,0,1
12,117,1,1,1
12,118,0,0,1
12,119,1,1,1
12,120,-1,1,1
12,121,-1,1,1
12,122,-1,1,0
12,123,1,1,1
12,124,1,1,1
12,125,-1,1,0
12,126,0,0,1
12,127,1,1,1
12,128,0,0,1
12,129,0,1,1
12,130,1,1,1
12,131,0,1,1
12,132,0,1,1
12,133,0,0,1
12,134,1,1,1
12,135,0,0,1
12,136,0,1,1
12,137,1,1,1
12,138,0,1,1
12,139,1,1,1
12,140,0,1,1
12,141,0,1,1
12,142,1,1,1
12,143,0,0,1
12,144,0,0,0
12,145,1,1,0
12,146,1,1,1
12,147,1,1,0
12,148,0,0,1
12,149,0,0,1
12,150,0,1,0
12,151,0,1,0
12,152,0,1,1
12,153,-1,1,0
12,154,0,0,1
12,155,0,0,1
12,156,0,0,1
12,157,0,0,1
12,158,-1,1,1
12,159,-1,1,1
12,160,-1,1,1
12,161,0,1,0
12,162,0,1,0
12,163,0,1,0
12,164,1,1,1
12,165,1,1,0
12,166,0,1,0
12,167,0,1,1
12,168,1,1,1
12,169,0,0,1
12,170,0,1,0
12,171,0,0,1
12,172,0,1,1
12,173,0,0,0
12,174,1,1,1
12,175,0,0,1
12,176,-1,1,0
12,177,0,0,0
12,178,0,1,1
12,179,0,0,0
12,180,0,1,0
