participantNumber,trialNumber,feltThermal,feltMotion,feltDirection
5,1,0,0,1
5,2,1,1,1
5,3,0,1,0
5,4,-1,1,0
5,5,1,0,0
5,6,-1,1,1
5,7,-1,0,0
5,8,1,1,1
5,9,1,0,0
5,10,-1,1,0
5,11,0,1,0
5,12,-1,1,0
5,13,0,1,1
5,14,0,1,0
5,15,0,1,1
5,16,1,1,1
5,17,-1,1,0
5,18,-1,1,1
5,19,0,1,1
5,20,0,1,0
5,21,0,0,0
5,22,0,1,1
5,23,0,1,0
5,24,-1,1,0
5,25,0,1,0
5,26,1,1,0
5,27,0,1,1
5,28,-1,1,0
5,29,1,1,0
5,30,0,1,0
5,31,-1,0,0
5,32,1,1,1
5,33,1,1,1
5,34,1,0,0
5,35,0,1,1
5,36,-1,0,0
5,37,1,1,0
5,38,0,1,1
5,39,0,1,0
5,40,1,1,0
5,41,1,1,1
5,42,0,1,1
5,43,1,1,1
5,44,0,1,0
5,45,-1,1,0
5,46,1,1,1
5,47,1,0,1
5,48,0,1,1
5,49,-1,1,1
5,50,1,1,1
5,51,0,1,0
5,52,0,1,1
5,53,-1,0,0
5,54,-1,1,0
5,55,-1,1,0
5,56,-1,1,1
5,57,-1,0,1
5,58,0,0,1
5,59,1,1,0
5,60,1,1,0
5,61,-1,1,0
5,62,-1,1,0
5,63,-1,1,1
5,64,1,0,0
5,65,0,0,1
5,66,0,1,0
5,67,0,1,1
5,68,1,0,1
5,69,1,1,1
5,70,0,1,1
5,71,0,1,0
5,72,1,0,0
5,73,0,1,1
5,74,1,1,1
5,75,-1,0,1
5,76,-1,0,0
5,77,-1,1,0
5,78,0,1,0
5,79,0,1,0
5,80,-1,1,0
5,81,-1,1,0
5,82,0,0,1
5,83,1,1,0
5,84,0,1,0
5,85,1,1,1
5,86,0,1,1
5,87,0,0,0
5,88,-1,1,1
5,89,-1,0,0
5,90,0,1,1
5,91,0,1,1
5,92,0,1,0
5,93,1,1,1
5,94,0,1,1
5,95,1,0,0
5,96,0,1,0
5,97,-1,0,0
5,98,0,0,0
5,99,1,0,1
5,100,1,1,1
5,101,-1,0,1
5,102,1,1,1
5,103,0,1,0
5,104,-1,1,1
5,105,0,1,1
5,106,1,1,0
5,107,1,1,1
5,108,0,1,0
5,109,0,1,1
5,110,1,1,0
5,111,-1,0,1
5,112,1,0,1
5,113,1,1,0
5,114,1,1,0
5,115,0,1,0
5,116,-1,0,0
5,117,-1,1,0
5,118,1,1,1
5,119,-1,1,1
5,120,-1,0,1
5,121,-1,0,0
5,122,1,1,0
5,123,0,0,0
5,124,0,1,0
5,125,-1,1,0
5,126,1,1,0
5,127,1,1,0
5,128,1,0,1
5,129,1,0,1
5,130,-1,0,0
5,131,-1,1,1
5,132,1,1,1
5,133,1,0,1
5,134,0,1,0
5,135,1,0,0
5,136,-1,1,0
5,137,1,1,1
5,138,1,1,0
5,139,0,0,1
5,140,0,1,1
5,141,-1,1,1
5,142,-1,0,1
5,143,1,1,1
5,144,-1,0,1
5,145,-1,1,1
5,146,1,1,1
5,147,-1,1,0
5,148,0,1,1
5,149,-1,1,1
5,150,0,1,1
5,151,0,1,1
5,152,1,1,1
5,153,-1,1,1
5,154,-1,1,0
5,155,0,0,0
5,156,0,1,0
5,157,-1,1,1
5,158,0,1,0
5,159,1,1,0
5,160,0,0,0
5,161,1,1,0
5,162,-1,1,0
5,163,1,1,1
5,164,-1,1,0
5,165,1,1,1
5,166,-1,1,1
5,167,1,1,1
5,168,-1,0,1
5,169,-1,1,1
5,170,0,1,1
5,171,1,1,0
5,172,0,1,0
5,173,0,1,0
5,174,-1,1,0
5,175,1,1,0
5,176,1,1,1
5,177,-1,1,1
5,178,-1,1,1
5,179,1,1,0
5,180,1,1,0
