participantNumber,trialNumber,feltThermal,feltMotion,feltDirection
16,1,1,1,1
16,2,-1,1,0
16,3,-1,1,1
16,4,1,0,1
16,5,1,1,1
16,6,-1,0,1
16,7,1,1,0
16,8,0,0,1
16,9,1,0,0
16,10,1,0,1
16,11,0,1,1
16,12,0,1,1
16,13,-1,1,1
16,14,0,1,1
16,15,0,1,0
16,16,1,1,0
16,17,0,0,1
16,18,-1,1,0
16,19,0,1,0
16,20,0,1,0
16,21,-1,1,0
16,22,1,1,1
16,23,0,1,0
16,24,1,0,0
16,25,1,1,0
16,26,1,1,1
16,27,-1,1,0
16,28,1,1,0
16,29,0,1,1
16,30,1,1,1
16,31,1,1,0
16,32,1,1,1
16,33,1,1,1
16,34,0,1,1
16,35,0,1,1
16,36,0,1,1
16,37,1,1,0
16,38,0,1,0
16,39,1,1,1
16,40,0,1,0
16,41,1,1,0
16,42,0,1,0
16,43,1,1,0
16,44,0,1,0
16,45,1,1,0
16,46,1,1,0
16,47,-1,1,0
16,48,1,1,0
16,49,1,1,0
16,50,-1,1,0
16,51,0,0,1
16,52,1,0,1
16,53,-1,0,0
16,54,0,1,0
16,55,0,1,1
16,56,1,1,1
16,57,0,1,0
16,58,0,1,1
16,59,1,1,0
16,60,1,1,0
16,61,1,1,0
16,62,1,1,1
16,63,0,1,1
16,64,1,0,1
16,65,1,1,0
16,66,-1,0,0
16,67,-1,1,0
16,68,1,1,1
16,69,-1,1,0
16,70,1,1,0
16,71,1,0,0
16,72,1,1,0
16,73,0,1,1
16,74,0,1,1
16,75,1,0,1
16,76,1,1,1
16,77,-1,1,0
16,78,1,1,1
16,79,-1,0,1
16,80,-1,1,0
16,81,0,1,0
16,82,1,1,1
16,83,-1,0,1
16,84,1,1,1
16,85,0,1,1
16,86,-1,1,0
16,87,0,0,1
16,88,-1,1,0
16,89,-1,1,0
16,90,1,1,0
16,91,1,1,0
16,92,0,1,1
16,93,-1,0,1
16,94,0,1,1
16,95,1,1,0
16,96,1,0,0
16,97,0,1,0
16,98,0,1,0
16,99,-1,1,0
16,100,-1,1,0
16,101,1,1,0
16,102,0,0,1
16,103,1,0,0
16,104,1,1,0
16,105,0,1,1
16,106,1,0,1
16,107,1,1,0
16,108,0,1,1
16,109,0,1,1
16,110,-1,1,1
16,111,-1,1,1
16,112,-1,1,1
16,113,0,1,0
16,114,1,1,0
16,115,1,0,1
16,116,-1,0,0
16,117,1,0,0
16,118,1,0,1
16,119,0,1,1
16,120,1,1,1
16,121,0,1,0
16,122,1,1,0
16,123,1,1,1
16,124,-1,0,1
16,125,0,1,0
16,126,1,1,0
16,127,-1,0,0
16,128,-1,1,0
16,129,0,0,0
16,130,0,0,1
16,131,-1,1,0
16,132,-1,1,0
16,133,1,1,1
16,134,-1,1,1
16,135,0,0,0
16,136,0,0,1
16,137,0,0,1
16,138,-1,1,0
16,139,1,1,1
16,140,0,1,0
16,141,-1,1,0
16,142,0,1,1
16,143,0,1,1
16,144,0,0,1
16,145,0,0,1
16,146,0,0,1
16,147,0,1,0
16,148,-1,1,0
16,149,0,0,1
16,150,1,1,1
16,151,0,1,0
16,152,0,0,1
16,153,0,1,1
16,154,1,1,0
16,155,-1,0,0
16,156,1,1,1
16,157,0,1,1
16,158,0,1,0
16,159,0,1,0
16,160,0,1,0
16,161,0,1,1
16,162,0,1,0
16,163,-1,1,0
16,164,1,1,1
16,165,1,1,1
16,166,0,1,1
16,167,0,1,1
16,168,1,1,0
16,169,0,0,1
16,170,-1,1,1
16,171,1,1,1
16,172,-1,1,0
16,173,0,0,0
16,174,0,1,0
16,175,0,0,1
16,176,1,0,0
16,177,1,1,0
16,178,0,1,1
16,179,0,0,0
16,180,1,1,0
