participantNumber,trialNumber,feltThermal,feltMotion,feltDirection
15,1,1,1,1
15,2,0,1,1
15,3,0,0,1
15,4,1,0,1
15,5,0,1,1
15,6,1,0,1
15,7,-1,1,0
15,8,1,0,1
15,9,0,1,1
15,10,0,1,1
15,11,-1,1,1
15,12,-1,0,0
15,13,0,1,1
15,14,0,1,0
15,15,0,1,0
15,16,-1,0,1
15,17,-1,1,0
15,18,0,1,1
15,19,-1,0,1
15,20,-1,1,1
15,21,0,0,0
15,22,-1,0,1
15,23,0,1,0
15,24,-1,1,0
15,25,1,0,0
15,26,1,1,0
15,27,0,1,1
15,28,1,1,1
15,29,1,0,0
15,30,-1,0,1
15,31,1,1,0
15,32,-1,0,0
15,33,-1,1,0
15,34,0,0,0
15,35,1,1,1
15,36,1,1,0
15,37,1,0,0
15,38,0,0,0
15,39,0,1,0
15,40,1,0,1
15,41,-1,1,0
15,42,1,1,1
15,43,-1,0,1
15,44,-1,1,1
15,45,1,0,0
15,46,-1,1,0
15,47,0,1,1
15,48,0,1,0
15,49,1,1,1
15,50,0,1,0
15,51,0,1,1
15,52,-1,1,0
15,53,0,0,0
15,54,-1,1,1
15,55,0,0,0
15,56,-1,1,0
15,57,1,1,1
15,58,1,0,1
15,59,1,0,0
15,60,1,1,1
15,61,-1,1,1
15,62,1,1,0
15,63,0,1,0
15,64,1,1,1
15,65,0,1,0
15,66,0,0,0
15,67,0,1,1
15,68,0,0,1
15,69,-1,0,1
15,70,0,0,0
15,71,-1,0,0
15,72,1,1,0
15,73,-1,1,1
15,74,1,1,0
15,75,-1,1,0
15,76,1,1,0
15,77,0,0,0
15,78,1,1,0
15,79,1,1,1
15,80,-1,1,0
15,81,0,0,0
15,82,0,1,0
15,83,-1,1,1
15,84,1,1,0
15,85,-1,0,1
15,86,0,1,1
15,87,0,1,1
15,88,-1,1,0
15,89,1,1,1
15,90,1,1,1
15,91,0,0,1
15,92,1,1,0
15,93,0,1,0
15,94,1,1,0
15,95,0,1,1
15,96,-1,1,0
15,97,0,0,0
15,98,0,1,0
15,99,1,1,0
15,100,0,0,0
15,101,0,1,1
15,102,0,1,1
15,103,1,1,1
15,104,-1,0,0
15,105,0,0,0
15,106,-1,1,0
15,107,0,0,0
15,108,0,1,0
15,109,0,1,0
15,110,-1,1,0
15,111,0,1,1
15,112,-1,0,0
15,113,1,1,0
15,114,1,1,0
15,115,1,1,0
15,116,-1,1,1
15,117,0,1,0
15,118,1,0,0
15,119,1,1,0
15,120,-1,1,1
15,121,1,0,0
15,122,0,0,0
15,123,1,0,1
15,124,1,0,0
15,125,-1,0,0
15,126,-1,0,0
15,127,0,0,0
15,128,0,0,0
15,129,-1,1,1
15,130,1,0,0
15,131,1,0,0
15,132,0,0,1
15,133,-1,1,0
15,134,0,1,1
15,135,1,1,1
15,136,1,0,1
15,137,0,1,1
15,138,1,1,1
15,139,-1,0,1
15,140,1,1,0
15,141,1,0,0
15,142,-1,0,0
15,143,-1,0,0
15,144,-1,1,0
15,145,-1,1,1
15,146,1,0,1
15,147,1,1,1
15,148,1,1,1
15,149,-1,1,0
15,150,1,1,0
15,151,0,0,0
15,152,-1,1,1
15,153,-1,1,1
15,154,0,0,0
15,155,1,1,0
15,156,0,1,0
15,157,-1,1,0
15,158,0,1,1
15,159,-1,1,0
15,160,1,1,0
15,161,0,1,1
15,162,0,1,0
15,163,0,1,1
15,164,0,1,1
15,165,0,1,1
15,166,-1,1,1
15,167,-1,1,1
15,168,1,0,1
15,169,-1,1,1
15,170,1,1,1
15,171,1,1,1
15,172,1,1,1
15,173,-1,1,1
15,174,-1,0,1
15,175,0,1,0
15,176,0,1,0
15,177,1,0,0
15,178,-1,0,1
15,179,0,1,0
15,180,0,1,0
