participantNumber,trialNumber,feltThermal,feltMotion,feltDirection
9,1,-1,0,0
9,2,0,1,1
9,3,-1,0,1
9,4,1,1,0
9,5,1,1,1
9,6,0,1,1
9,7,1,1,0
9,8,-1,1,0
9,9,0,0,0
9,10,-1,0,1
9,11,-1,0,1
9,12,-1,1,0
9,13,1,1,1
9,14,-1,1,1
9,15,0,0,1
9,16,0,1,0
9,17,-1,1,0
9,18,0,0,1
9,19,-1,1,1
9,20,1,1,1
9,21,-1,0,0
9,22,0,1,1
9,23,-1,1,0
9,24,0,0,1
9,25,1,1,0
9,26,1,0,1
9,27,1,0,1
9,28,-1,1,1
9,29,0,1,1
9,30,1,1,1
9,31,-1,0,0
9,32,0,0,0
9,33,0,0,0
9,34,0,1,0
9,35,-1,0,1
9,36,-1,1,1
9,37,0,0,1
9,38,1,1,0
9,39,-1,1,1
9,40,0,1,0
9,41,0,1,1
9,42,-1,1,1
9,43,0,1,1
9,44,0,0,1
9,45,0,1,1
9,46,1,1,1
9,47,1,1,0
9,48,0,1,0
9,49,1,1,0
9,50,-1,1,1
9,51,-1,1,0
9,52,0,1,1
9,53,-1,1,1
9,54,0,1,0
9,55,-1,1,1
9,56,1,1,1
9,57,0,1,0
9,58,-1,1,0
9,59,1,0,0
9,60,0,1,0
9,61,1,1,1
9,62,1,1,0
9,63,1,1,0
9,64,1,1,0
9,65,1,1,0
9,66,1,1,0
9,67,-1,1,0
9,68,0,0,1
9,69,-1,1,1
9,70,1,1,0
9,71,0,0,0
9,72,-1,1,0
9,73,-1,1,1
9,74,0,0,0
9,75,-1,0,1
9,76,1,1,0
9,77,-1,1,0
9,78,1,1,1
9,79,1,0,1
9,80,-1,1,1
9,81,0,1,1
9,82,1,1,1
9,83,-1,1,1
9,84,1,0,1
9,85,-1,0,1
9,86,1,0,1
9,87,0,0,1
9,88,-1,1,1
9,89,0,0,0
9,90,0,1,0
9,91,0,0,0
9,92,1,0,1
9,93,-1,0,1
9,94,1,1,0
9,95,0,0,0
9,96,0,1,0
9,97,1,1,1
9,98,-1,1,1
9,99,0,0,1
9,100,1,0,1
9,101,-1,1,0
9,102,0,1,1
9,103,1,1,0
9,104,0,1,0
9,105,0,0,0
9,106,0,1,1
9,107,0,1,1
9,108,1,0,1
9,109,1,1,1
9,110,0,1,0
9,111,0,1,0
9,112,0,1,0
9,113,-1,0,1
9,114,1,0,1
9,115,0,1,1
9,116,1,1,1
9,117,0,1,0
9,118,0,0,0
9,119,0,0,0
9,120,-1,1,0
9,121,0,1,1
9,122,-1,0,0
9,123,0,1,1
9,124,0,1,0
9,125,-1,1,1
9,126,0,1,0
9,127,1,1,1
9,128,0,1,0
9,129,1,1,1
9,130,-1,1,1
9,131,1,0,1
9,132,0,1,1
9,133,1,1,0
9,134,0,1,0
9,135,-1,0,0
9,136,-1,0,0
9,137,-1,1,0
9,138,-1,1,1
9,139,-1,1,0
9,140,1,0,0
9,141,1,1,0
9,142,1,0,1
9,143,-1,1,0
9,144,1,0,0
9,145,0,1,0
9,146,0,0,1
9,147,0,1,0
9,148,0,0,0
9,149,0,1,1
9,150,0,1,0
9,151,1,0,0
9,152,1,0,1
9,153,0,1,1
9,154,0,0,0
9,155,0,1,0
9,156,1,1,1
9,157,-1,0,0
9,158,-1,1,1
9,159,0,1,1
9,160,1,1,1
9,161,0,1,0
9,162,1,0,0
9,163,1,1,0
9,164,1,0,0
9,165,0,1,0
9,166,0,1,1
9,167,0,1,1
9,168,0,1,1
9,169,0,1,1
9,170,1,1,0
9,171,-1,1,0
9,172,1,0,1
9,173,0,0,0
9,174,1,1,0
9,175,1,0,0
9,176,1,1,0
9,177,0,0,0
9,178,0,1,0
9,179,0,1,1
9,180,0,1,0
