participantNumber,trialNumber,feltThermal,feltMotion,feltDirection
8,1,-1,1,1
8,2,1,1,1
8,3,1,1,0
8,4,1,1,1
8,5,0,1,1
8,6,0,1,1
8,7,0,0,1
8,8,1,1,1
8,9,1,1,1
8,10,1,1,1
8,11,1,1,0
8,12,0,0,1
8,13,1,1,0
8,14,1,1,1
8,15,1,1,1
8,16,1,1,0
8,17,0,1,0
8,18,-1,1,0
8,19,0,1,1
8,20,0,1,1
8,21,0,1,0
8,22,-1,1,1
8,23,0,1,0
8,24,1,1,1
8,25,1,1,0
8,26,-1,1,0
8,27,0,1,1
8,28,0,1,0
8,29,0,1,1
8,30,-1,1,1
8,31,0,1,1
8,32,0,1,1
8,33,0,1,0
8,34,0,1,0
8,35,0,1,1
8,36,0,1,0
8,37,1,1,0
8,38,1,1,0
8,39,-1,1,1
8,40,1,1,0
8,41,1,1,0
8,42,1,1,1
8,43,-1,1,1
8,44,0,1,1
8,45,1,1,0
8,46,1,1,0
8,47,0,1,1
8,48,-1,1,1
8,49,0,1,0
8,50,-1,1,0
8,51,0,1,1
8,52,1,1,0
8,53,-1,1,0
8,54,1,1,0
8,55,0,1,1
8,56,0,1,0
8,57,1,1,1
8,58,1,1,1
8,59,0,1,0
8,60,-1,1,0
8,61,0,0,0
8,62,1,1,0
8,63,1,0,0
8,64,0,1,1
8,65,0,1,1
8,66,-1,1,1
8,67,0,0,1
8,68,0,1,1
8,69,1,1,1
8,70,1,0,0
8,71,0,1,1
8,72,0,1,1
8,73,-1,1,0
8,74,1,1,1
8,75,-1,0,0
8,76,-1,1,0
8,77,1,0,0
8,78,0,1,1
8,79,-1,1,0
8,80,0,1,0
8,81,0,1,1
8,82,1,1,0
8,83,0,1,0
8,84,1,1,1
8,85,1,1,0
8,86,1,1,0
8,87,-1,0,0
8,88,-1,1,0
8,89,1,1,0
8,90,1,1,0
8,91,1,0,1
8,92,0,0,0
8,93,0,0,1
8,94,1,0,0
8,95,0,1,1
8,96,1,1,1
8,97,1,0,1
8,98,-1,0,0
8,99,1,1,1
8,100,1,0,0
8,101,1,1,0
8,102,-1,1,1
8,103,1,1,0
8,104,-1,1,1
8,105,-1,1,0
8,106,0,0,0
8,107,1,0,0
8,108,1,1,1
8,109,0,0,1
8,110,1,1,1
8,111,1,1,0
8,112,1,1,1
8,113,0,1,1
8,114,-1,0,1
8,115,1,0,0
8,116,-1,1,0
8,117,1,1,1
8,118,1,1,1
8,119,1,1,0
8,120,0,0,1
8,121,1,1,1
8,122,1,1,0
8,123,1,0,1
8,124,0,1,0
8,125,0,1,1
8,126,-1,1,0
8,127,1,1,1
8,128,1,1,0
8,129,1,0,1
8,130,1,0,1
8,131,1,1,0
8,132,1,1,0
8,133,1,1,0
8,134,1,0,0
8,135,0,1,0
8,136,-1,0,0
8,137,0,0,1
8,138,1,1,0
8,139,1,1,0
8,140,0,0,1
8,141,1,1,1
8,142,1,0,1
8,143,1,1,1
8,144,1,1,0
8,145,-1,1,0
8,146,0,1,1
8,147,-1,1,1
8,148,-1,0,1
8,149,1,1,0
8,150,1,0,0
8,151,0,1,1
8,152,-1,1,1
8,153,0,1,1
8,154,1,1,1
8,155,-1,0,0
8,156,1,1,0
8,157,1,0,1
8,158,0,1,0
8,159,1,1,0
8,160,1,1,0
8,161,1,1,1
8,162,1,1,0
8,163,0,0,0
8,164,1,1,1
8,165,0,0,1
8,166,1,1,1
8,167,1,1,0
8,168,1,1,0
8,169,1,1,1
8,170,-1,1,1
8,171,1,1,0
8,172,1,1,1
8,173,1,0,1
8,174,1,1,0
8,175,0,0,1
8,176,1,1,1
8,177,1,1,1
8,178,0,1,0
8,179,0,1,1
8,180,0,1,1
