Participant,Trial,Temperature,Duration,Direction,FeltThermal,numLocation,extraLocations,ThermalMatch,NumMatch,DirectionMatch,Location,FeltLocation,Displacement
6,2,0,0.5,0,0,3,,1,1,1,1,0.8903948,0.10960519999999996
6,2,0,0.5,0,0,3,,1,1,1,2,0.8903948,0.10960519999999996
6,2,0,0.5,0,0,3,,1,1,1,3,0.1706046,0.1706046
6,5,-15,0.1,1,-1,3,,1,1,1,1,0.111639,0.111639
6,5,-15,0.1,1,-1,3,,1,1,1,2,0.111639,0.111639
6,5,-15,0.1,1,-1,3,,1,1,1,3,0.8822619,0.11773809999999996
6,6,-15,0.1,0,-1,3,,1,1,1,1,0.8883615,0.11163849999999997
6,6,-15,0.1,0,-1,3,,1,1,1,2,0.8883615,0.11163849999999997
6,6,-15,0.1,0,-1,3,,1,1,1,3,0.117739,0.117739
6,27,9,0.5,1,1,3,,1,1,1,1,0.07300633,0.07300633
6,27,9,0.5,1,1,3,,1,1,1,2,0.07300633,0.07300633
6,27,9,0.5,1,1,3,,1,1,1,3,0.9473274,0.05267259999999996
6,28,-15,0.1,0,-1,3,,1,1,1,1,0.941227,0.058772999999999964
6,28,-15,0.1,0,-1,3,,1,1,1,2,0.941227,0.058772999999999964
6,28,-15,0.1,0,-1,3,,1,1,1,3,0.0933388,0.0933388
6,29,9,0.25,0,1,3,,1,1,1,1,0.9025947,0.09740530000000003
6,29,9,0.25,0,1,3,,1,1,1,2,0.9025947,0.09740530000000003
6,29,9,0.25,0,1,3,,1,1,1,3,0.08723954,0.08723954
6,30,-15,0.5,0,-1,3,,1,1,1,1,0.906661,0.09333899999999995
6,30,-15,0.5,0,-1,3,,1,1,1,2,0.906661,0.09333899999999995
6,30,-15,0.5,0,-1,3,,1,1,1,3,0.09740546,0.09740546
6,32,9,0.5,1,1,3,,1,1,1,1,0.09223889,0.09223889
6,32,9,0.5,1,1,3,,1,1,1,2,0.09223889,0.09223889
6,32,9,0.5,1,1,3,,1,1,1,3,0.8750614,0.12493860000000001
6,33,-15,0.5,0,-1,3,,1,1,1,1,0.941227,0.058772999999999964
6,33,-15,0.5,0,-1,3,,1,1,1,2,0.941227,0.058772999999999964
6,33,-15,0.5,0,-1,3,,1,1,1,3,0.007939612,0.007939612
6,35,9,0.1,0,1,3,,1,1,1,1,0.9513938,0.048606200000000044
6,35,9,0.1,0,1,3,,1,1,1,2,0.9513938,0.048606200000000044
6,35,9,0.1,0,1,3,,1,1,1,3,0.0160735,0.0160735
6,38,9,0.1,1,1,3,,1,1,1,1,0.0628396,0.0628396
6,38,9,0.1,1,1,3,,1,1,1,2,0.0628396,0.0628396
6,38,9,0.1,1,1,3,,1,1,1,3,0.8964947,0.10350530000000002
6,41,0,0.1,0,0,3,,1,1,1,1,0.9005614,0.09943860000000004
6,41,0,0.1,0,0,3,,1,1,1,2,0.9005614,0.09943860000000004
6,41,0,0.1,0,0,3,,1,1,1,3,0.09833889,0.09833889
6,43,9,0.5,0,1,3,,1,1,1,1,1.0,0.0
6,43,9,0.5,0,1,3,,1,1,1,2,1.0,0.0
6,43,9,0.5,0,1,3,,1,1,1,3,0.0,0.0
6,44,9,0.25,0,1,3,,1,1,1,1,0.9107277,0.08927229999999997
6,44,9,0.25,0,1,3,,1,1,1,2,0.9107277,0.08927229999999997
6,44,9,0.25,0,1,3,,1,1,1,3,0.0,0.0
6,47,9,0.1,1,1,3,,1,1,1,1,0.0974055,0.0974055
6,47,9,0.1,1,1,3,,1,1,1,2,0.0974055,0.0974055
6,47,9,0.1,1,1,3,,1,1,1,3,0.906661,0.09333899999999995
6,48,0,0.5,1,0,3,,1,1,1,1,0.07910591,0.07910591
6,48,0,0.5,1,0,3,,1,1,1,2,0.07910591,0.07910591
6,48,0,0.5,1,0,3,,1,1,1,3,0.8842947,0.11570530000000001
6,49,9,0.25,0,1,3,,1,1,1,1,0.9188606,0.08113939999999997
6,49,9,0.25,0,1,3,,1,1,1,2,0.9188606,0.08113939999999997
6,49,9,0.25,0,1,3,,1,1,1,3,0.04657277,0.04657277
6,50,9,0.5,0,1,3,,1,1,1,1,0.9656271,0.03437290000000004
6,50,9,0.5,0,1,3,,1,1,1,2,0.9656271,0.03437290000000004
6,50,9,0.5,0,1,3,,1,1,1,3,0.0,0.0
6,51,9,0.25,1,1,3,,1,1,1,1,0.06893963,0.06893963
6,51,9,0.25,1,1,3,,1,1,1,2,0.06893963,0.06893963
6,51,9,0.25,1,1,3,,1,1,1,3,0.892428,0.107572
6,52,-15,0.25,1,-1,3,,1,1,1,1,0.0892726,0.0892726
6,52,-15,0.25,1,-1,3,,1,1,1,2,0.0892726,0.0892726
6,52,-15,0.25,1,-1,3,,1,1,1,3,0.9412279,0.058772099999999994
6,53,9,0.1,0,1,3,,1,1,1,1,0.9656272,0.03437279999999998
6,53,9,0.1,0,1,3,,1,1,1,2,0.9656272,0.03437279999999998
6,53,9,0.1,0,1,3,,1,1,1,3,0.1157055,0.1157055
6,54,-15,0.5,1,-1,3,,1,1,1,1,0.06893958,0.06893958
6,54,-15,0.5,1,-1,3,,1,1,1,2,0.06893958,0.06893958
6,54,-15,0.5,1,-1,3,,1,1,1,3,0.9371606,0.06283939999999999
6,57,0,0.25,1,0,3,,1,1,1,1,0.0,0.0
6,57,0,0.25,1,0,3,,1,1,1,2,0.0,0.0
6,57,0,0.25,1,0,3,,1,1,1,3,1.0,0.0
6,59,0,0.25,1,0,3,,1,1,1,1,0.0,0.0
6,59,0,0.25,1,0,3,,1,1,1,2,0.0,0.0
6,59,0,0.25,1,0,3,,1,1,1,3,1.0,0.0
6,60,0,0.25,0,0,3,,1,1,1,1,1.0,0.0
6,60,0,0.25,0,0,3,,1,1,1,2,1.0,0.0
6,60,0,0.25,0,0,3,,1,1,1,3,0.0,0.0
6,61,0,0.25,1,0,3,,1,1,1,1,0.0,0.0
6,61,0,0.25,1,0,3,,1,1,1,2,0.0,0.0
6,61,0,0.25,1,0,3,,1,1,1,3,1.0,0.0
6,62,0,0.5,1,0,3,,1,1,1,1,0.0,0.0
6,62,0,0.5,1,0,3,,1,1,1,2,0.0,0.0
6,62,0,0.5,1,0,3,,1,1,1,3,1.0,0.0
6,63,-15,0.5,1,-1,3,,1,1,1,1,0.0,0.0
6,63,-15,0.5,1,-1,3,,1,1,1,2,0.0,0.0
6,63,-15,0.5,1,-1,3,,1,1,1,3,1.0,0.0
6,65,0,0.1,0,0,3,,1,1,1,1,1.0,0.0
6,65,0,0.1,0,0,3,,1,1,1,2,1.0,0.0
6,65,0,0.1,0,0,3,,1,1,1,3,0.0,0.0
6,67,-15,0.25,0,-1,3,,1,1,1,1,1.0,0.0
6,67,-15,0.25,0,-1,3,,1,1,1,2,1.0,0.0
6,67,-15,0.25,0,-1,3,,1,1,1,3,0.0,0.0
6,68,0,0.25,1,0,3,,1,1,1,1,0.0,0.0
6,68,0,0.25,1,0,3,,1,1,1,2,0.0,0.0
6,68,0,0.25,1,0,3,,1,1,1,3,1.0,0.0
6,69,0,0.1,0,0,3,,1,1,1,1,1.0,0.0
6,69,0,0.1,0,0,3,,1,1,1,2,1.0,0.0
6,69,0,0.1,0,0,3,,1,1,1,3,0.0,0.0
6,70,0,0.5,0,0,3,,1,1,1,1,1.0,0.0
6,70,0,0.5,0,0,3,,1,1,1,2,1.0,0.0
6,70,0,0.5,0,0,3,,1,1,1,3,0.0,0.0
6,71,9,0.25,0,1,3,,1,1,1,1,1.0,0.0
6,71,9,0.25,0,1,3,,1,1,1,2,1.0,0.0
6,71,9,0.25,0,1,3,,1,1,1,3,0.0,0.0
6,72,-15,0.5,1,-1,3,,1,1,1,1,0.0,0.0
6,72,-15,0.5,1,-1,3,,1,1,1,2,0.0,0.0
6,72,-15,0.5,1,-1,3,,1,1,1,3,1.0,0.0
6,73,9,0.1,0,1,3,,1,1,1,1,1.0,0.0
6,73,9,0.1,0,1,3,,1,1,1,2,1.0,0.0
6,73,9,0.1,0,1,3,,1,1,1,3,0.0,0.0
6,75,0,0.5,1,0,3,,1,1,1,1,0.0,0.0
6,75,0,0.5,1,0,3,,1,1,1,2,0.0,0.0
6,75,0,0.5,1,0,3,,1,1,1,3,1.0,0.0
6,76,0,0.5,0,0,3,,1,1,1,1,1.0,0.0
6,76,0,0.5,0,0,3,,1,1,1,2,1.0,0.0
6,76,0,0.5,0,0,3,,1,1,1,3,0.0,0.0
6,77,0,0.25,0,0,3,,1,1,1,1,1.0,0.0
6,77,0,0.25,0,0,3,,1,1,1,2,1.0,0.0
6,77,0,0.25,0,0,3,,1,1,1,3,0.0,0.0
6,78,0,0.25,0,0,3,,1,1,1,1,1.0,0.0
6,78,0,0.25,0,0,3,,1,1,1,2,1.0,0.0
6,78,0,0.25,0,0,3,,1,1,1,3,0.0,0.0
6,79,9,0.1,1,1,3,,1,1,1,1,0.0,0.0
6,79,9,0.1,1,1,3,,1,1,1,2,0.0,0.0
