participantNumber,trialNumber,feltThermal,numberOfLocations,location1,location2,location3,extraLocations
14,1,0,3,0,0.5205261,1
14,2,-1,3,1,0.5303062,0
14,3,1,3,0,1,1
14,4,-1,2,1,0
14,5,-1,2,1,0
14,6,1,2,1,0
14,7,-1,2,0,1
14,8,-1,2,0,1
14,9,1,3,1,0.5038735,0
14,10,-1,2,1,0
14,11,1,2,1,0
14,12,-1,2,0,0.5164589
14,13,1,3,1,0.5282732,0
14,14,-1,2,1,0
14,15,1,2,1,0
14,16,1,2,1,0
14,17,0,2,1,0
14,18,-1,2,1,0
14,19,-1,2,0,1
14,20,1,2,0,1
14,21,-1,2,1,0
14,22,-1,3,0,0,1
14,23,0,3,0,0,1
14,24,1,4,1,1,1,0
14,25,1,3,0,0,1
14,26,-1,4,1,1,1,0
14,27,-1,4,0,0,0,1
14,28,1,4,0,0,0,1
14,29,0,3,1,1,0
14,30,-1,3,0,0,1
14,31,0,3,0,0,1
14,32,1,4,0,0,0,1
14,33,-1,4,0,0,0,1
14,34,1,3,1,1,0
14,35,0,3,1,1,0
14,36,0,4,1,1,1,0
14,37,0,4,1,1,1,0
14,38,1,3,1,1,0
14,39,-1,3,0,0,1
14,40,-1,3,1,1,0
14,41,-1,3,1,1,0
14,42,-1,3,1,1,0
14,43,-1,3,1,1,0
14,44,1,4,0,0,0,1
14,45,0,3,0,0,1
14,46,0,3,0,0,0.5123926
14,47,1,4,1,1,1,0
14,48,1,4,1,1,1,0
14,49,0,4,1,1,1,0
14,50,1,3,1,1,0
14,51,0,3,1,1,0
14,52,1,4,1,1,1,0
14,53,0,3,1,1,0
14,54,1,3,0.9981598,0.9981598,0
14,55,-1,3,1,1,0
14,56,-1,3,1,1,0
14,57,1,3,0,0,1
14,58,0,3,1,1,0
14,59,0,3,0,0,1
14,60,1,3,1,1,0
14,61,0,3,0,0,0.5001926
14,62,-1,3,1,0,0
14,63,-1,3,1,1,0
14,64,-1,3,0.5,0,1
14,65,0,3,1,1,0
14,66,-1,3,1,1,0
14,67,-1,3,0,0,0.7767223
14,68,0,3,0.5,0.5,0
14,69,-1,4,0,0,0,0.7055562
14,70,0,4,0,0,0,0.5733916
