Participant,Temperature,Duration,Direction,mean,std,count,z_score,is_outlier
14,-15,2.0,1,0.5555555555555556,0.5270462766947299,9,-0.7325056520481628,False
14,0,0.1,0,1.0,0.0,9,0.6836186257737819,False
14,0,0.1,1,1.0,0.0,10,0.6836186257737819,False
14,0,1.0,0,1.0,0.0,7,0.6836186257737819,False
14,0,1.0,1,0.9,0.31622776601683794,10,0.3649906632638444,False
14,0,2.0,0,1.0,0.0,8,0.6836186257737819,False
14,0,2.0,1,0.8888888888888888,0.3333333333333333,9,0.32958755631829556,False
14,9,0.1,0,0.8888888888888888,0.3333333333333333,9,0.32958755631829556,False
14,9,0.1,1,1.0,0.0,6,0.6836186257737819,False
14,9,1.0,0,1.0,0.0,10,0.6836186257737819,False
14,9,1.0,1,0.8888888888888888,0.3333333333333333,9,0.32958755631829556,False
14,9,2.0,0,0.9,0.31622776601683794,10,0.3649906632638444,False
14,9,2.0,1,0.7,0.48304589153964794,10,-0.27226526175603094,False
15,-15,0.1,0,0.0,0.0,8,-2.5026609993255935,True
15,-15,0.1,1,0.0,0.0,9,-2.5026609993255935,True
15,-15,1.0,0,1.0,0.0,9,0.6836186257737819,False
15,-15,1.0,1,1.0,0.0,10,0.6836186257737819,False
15,-15,2.0,0,1.0,0.0,10,0.6836186257737819,False
15,-15,2.0,1,1.0,0.0,7,0.6836186257737819,False
15,0,0.1,0,0.0,0.0,10,-2.5026609993255935,True
15,0,0.1,1,0.0,0.0,4,-2.5026609993255935,True
15,0,1.0,0,0.875,0.3535533905932738,8,0.28533367263635995,False
15,0,1.0,1,1.0,0.0,9,0.6836186257737819,False
15,0,2.0,0,1.0,0.0,8,0.6836186257737819,False
15,0,2.0,1,1.0,0.0,9,0.6836186257737819,False
15,9,0.1,0,0.0,0.0,9,-2.5026609993255935,True
15,9,0.1,1,0.0,0.0,7,-2.5026609993255935,True
15,9,1.0,0,1.0,0.0,10,0.6836186257737819,False
15,9,1.0,1,0.8888888888888888,0.3333333333333333,9,0.32958755631829556,False
15,9,2.0,0,1.0,0.0,8,0.6836186257737819,False
15,9,2.0,1,1.0,0.0,9,0.6836186257737819,False
16,-15,0.1,0,0.6,0.5477225575051662,5,-0.5908932242659684,False
16,-15,0.1,1,0.0,0.0,2,-2.5026609993255935,True
16,-15,1.0,0,1.0,0.0,7,0.6836186257737819,False
16,-15,1.0,1,1.0,0.0,2,0.6836186257737819,False
16,-15,2.0,0,1.0,0.0,5,0.6836186257737819,False
16,-15,2.0,1,0.75,0.5,4,-0.112951280501062,False
16,0,0.1,0,0.5714285714285714,0.5345224838248488,7,-0.6819297849830934,False
16,0,0.1,1,0.1,0.31622776601683794,10,-2.184033036815656,False
16,0,1.0,0,1.0,0.0,9,0.6836186257737819,False
16,0,1.0,1,0.9,0.31622776601683794,10,0.3649906632638444,False
16,0,2.0,0,1.0,0.0,9,0.6836186257737819,False
16,0,2.0,1,0.8888888888888888,0.3333333333333333,9,0.32958755631829556,False
16,9,0.1,0,0.5,0.5270462766947299,10,-0.9095211867759059,False
16,9,0.1,1,0.4444444444444444,0.5270462766947299,9,-1.086536721503649,False
16,9,1.0,0,1.0,0.0,9,0.6836186257737819,False
16,9,1.0,1,1.0,0.0,10,0.6836186257737819,False
16,9,2.0,0,1.0,0.0,9,0.6836186257737819,False
16,9,2.0,1,0.7,0.48304589153964794,10,-0.27226526175603094,False
