Duration,Direction,Levene_W,p_value,Homoscedasticity_OK
0.1,0,8.899143571852417,0.0001696008572508914,0
0.1,1,5.341551522406344,0.005207481862663176,1
1.0,0,0.42737903665757054,0.6525167596930952,1
1.0,1,0.4190641151674015,0.6579497078196761,1
2.0,0,0.342081362070317,0.710497483038165,1
2.0,1,0.40752375754470294,0.6655681490354823,1
