Participant,Trial,Temperature,Duration,Direction,FeltThermal,numLocation,extraLocations,ThermalMatch,NumMatch,DirectionMatch,Location,FeltLocation,Displacement
16,1,9,0.25,1,1,3,,1,1,1,1,0.01497367,0.01497367
16,1,9,0.25,1,1,3,,1,1,1,2,0.5293993,0.5293993
16,1,9,0.25,1,1,3,,1,1,1,3,0.9828265,0.017173499999999953
16,2,9,0.5,1,1,3,,1,1,1,1,0.002773612,0.002773612
16,2,9,0.5,1,1,3,,1,1,1,2,0.4643337,0.4643337
16,2,9,0.5,1,1,3,,1,1,1,3,1.0,0.0
16,3,-15,0.1,0,-1,3,,1,1,1,1,1.0,0.0
16,3,-15,0.1,0,-1,3,,1,1,1,2,0.5090663,0.49093370000000003
16,3,-15,0.1,0,-1,3,,1,1,1,3,0.01090698,0.01090698
16,4,9,0.25,1,1,3,,1,1,1,1,0.02513994,0.02513994
16,4,9,0.25,1,1,3,,1,1,1,2,0.5212664,0.5212664
16,4,9,0.25,1,1,3,,1,1,1,3,0.9868931,0.013106900000000032
16,5,9,0.1,0,1,3,,1,1,1,1,0.9868931,0.013106900000000032
16,5,9,0.1,0,1,3,,1,1,1,2,0.527366,0.472634
16,5,9,0.1,0,1,3,,1,1,1,3,0.004806954,0.004806954
16,6,9,0.25,0,1,3,,1,1,1,1,1.0,0.0
16,6,9,0.25,0,1,3,,1,1,1,2,0.7022304,0.29776959999999997
16,6,9,0.25,0,1,3,,1,1,1,3,0.0231066,0.0231066
16,8,9,0.25,0,1,3,,1,1,1,1,0.9828265,0.017173499999999953
16,8,9,0.25,0,1,3,,1,1,1,2,0.5212664,0.4787336
16,8,9,0.25,0,1,3,,1,1,1,3,0.01497367,0.01497367
16,9,-15,0.1,0,-1,3,,1,1,1,1,0.9848602,0.015139800000000037
16,9,-15,0.1,0,-1,3,,1,1,1,2,0.6025984,0.3974016
16,9,-15,0.1,0,-1,3,,1,1,1,3,0.02107326,0.02107326
16,12,0,0.5,0,0,3,,1,1,1,1,1.0,0.0
16,12,0,0.5,0,0,3,,1,1,1,2,0.7266301,0.27336990000000005
16,12,0,0.5,0,0,3,,1,1,1,3,0.124772,0.124772
16,14,-15,0.5,0,-1,3,,1,1,1,1,1.0,0.0
16,14,-15,0.5,0,-1,3,,1,1,1,2,0.7306967,0.2693033
16,14,-15,0.5,0,-1,3,,1,1,1,3,0.1003723,0.1003723
16,15,0,0.25,1,0,3,,1,1,1,1,0.02717329,0.02717329
16,15,0,0.25,1,0,3,,1,1,1,2,0.4114676,0.4114676
16,15,0,0.25,1,0,3,,1,1,1,3,0.8689615,0.13103849999999995
16,17,9,0.1,1,1,3,,1,1,1,1,0.01294032,0.01294032
16,17,9,0.1,1,1,3,,1,1,1,2,0.4989001,0.4989001
16,17,9,0.1,1,1,3,,1,1,1,3,0.9340276,0.06597240000000004
16,18,0,0.1,1,0,3,,1,1,1,1,0.02107326,0.02107326
16,18,0,0.1,1,0,3,,1,1,1,2,0.4887334,0.4887334
16,18,0,0.1,1,0,3,,1,1,1,3,0.9136941,0.08630590000000005
16,19,-15,0.25,1,-1,3,,1,1,1,1,0.004806954,0.004806954
16,19,-15,0.25,1,-1,3,,1,1,1,2,0.5212664,0.5212664
16,19,-15,0.25,1,-1,3,,1,1,1,3,0.9279275,0.07207249999999998
16,20,9,0.1,1,1,3,,1,1,1,1,0.04343959,0.04343959
16,20,9,0.1,1,1,3,,1,1,1,2,0.5253331,0.5253331
16,20,9,0.1,1,1,3,,1,1,1,3,0.9563939,0.04360609999999998
16,22,0,0.1,1,0,3,,1,1,1,1,0.05970631,0.05970631
16,22,0,0.1,1,0,3,,1,1,1,2,0.3687683,0.3687683
16,22,0,0.1,1,0,3,,1,1,1,3,0.9075945,0.09240550000000003
16,23,0,0.5,0,0,3,,1,1,1,1,0.9848598,0.015140200000000048
16,23,0,0.5,0,0,3,,1,1,1,2,0.7550964,0.2449036
16,23,0,0.5,0,0,3,,1,1,1,3,0.1634046,0.1634046
16,25,-15,0.25,0,-1,3,,1,1,1,1,0.9279275,0.07207249999999998
16,25,-15,0.25,0,-1,3,,1,1,1,2,0.533466,0.466534
16,25,-15,0.25,0,-1,3,,1,1,1,3,0.01497367,0.01497367
16,26,0,0.1,0,0,3,,1,1,1,1,0.9340276,0.06597240000000004
16,26,0,0.1,0,0,3,,1,1,1,2,0.5415994,0.45840060000000005
16,26,0,0.1,0,0,3,,1,1,1,3,0.145105,0.145105
16,27,-15,0.5,0,-1,3,,1,1,1,1,0.9807935,0.019206500000000015
16,27,-15,0.5,0,-1,3,,1,1,1,2,0.565999,0.43400099999999997
16,27,-15,0.5,0,-1,3,,1,1,1,3,0.04750628,0.04750628
16,28,0,0.1,0,0,3,,1,1,1,1,0.9848598,0.015140200000000048
16,28,0,0.1,0,0,3,,1,1,1,2,0.565999,0.43400099999999997
16,28,0,0.1,0,0,3,,1,1,1,3,0.03123997,0.03123997
16,29,0,0.25,1,0,3,,1,1,1,1,0.004806954,0.004806954
16,29,0,0.25,1,0,3,,1,1,1,2,0.4094347,0.4094347
16,29,0,0.25,1,0,3,,1,1,1,3,0.9502938,0.049706200000000034
16,30,9,0.1,1,1,3,,1,1,1,1,0.04750628,0.04750628
16,30,9,0.1,1,1,3,,1,1,1,2,0.460267,0.460267
16,30,9,0.1,1,1,3,,1,1,1,3,0.9502938,0.049706200000000034
16,32,9,0.5,1,1,3,,1,1,1,1,0.03123997,0.03123997
16,32,9,0.5,1,1,3,,1,1,1,2,0.4480673,0.4480673
16,32,9,0.5,1,1,3,,1,1,1,3,0.9055611,0.09443889999999999
16,33,0,0.5,0,0,3,,1,1,1,1,0.9584272,0.041572799999999965
16,33,0,0.5,0,0,3,,1,1,1,2,0.5476994,0.45230060000000005
16,33,0,0.5,0,0,3,,1,1,1,3,0.05360631,0.05360631
16,36,-15,0.5,0,-1,3,,1,1,1,1,0.9502938,0.049706200000000034
16,36,-15,0.5,0,-1,3,,1,1,1,2,0.5944654,0.40553459999999997
16,36,-15,0.5,0,-1,3,,1,1,1,3,0.118672,0.118672
16,37,9,0.25,0,1,3,,1,1,1,1,0.9706268,0.029373199999999988
16,37,9,0.25,0,1,3,,1,1,1,2,0.5354993,0.4645007
16,37,9,0.25,0,1,3,,1,1,1,3,0.06377258,0.06377258
16,38,9,0.1,1,1,3,,1,1,1,1,0.01700657,0.01700657
16,38,9,0.1,1,1,3,,1,1,1,2,0.4846667,0.4846667
16,38,9,0.1,1,1,3,,1,1,1,3,0.9909598,0.009040200000000054
16,39,0,0.25,1,0,3,,1,1,1,1,0.004806954,0.004806954
16,39,0,0.25,1,0,3,,1,1,1,2,0.446034,0.446034
16,39,0,0.25,1,0,3,,1,1,1,3,0.9665601,0.03343989999999997
16,41,9,0.5,0,1,3,,1,1,1,1,0.9889265,0.011073499999999958
