Participant,Trial,Temperature,Duration,Direction,FeltThermal,FeltMotion,FeltDirection,ThermalMatch,DirectionMatch
3,1,0,2.0,1,0,1,1,1,1
3,2,9,1.0,1,1,0,1,1,1
3,3,9,2.0,0,1,1,0,1,1
3,4,9,2.0,0,1,0,0,1,1
3,5,9,0.1,1,1,0,1,1,1
3,6,-15,1.0,1,-1,0,1,1,1
3,7,0,2.0,0,0,0,0,1,1
3,8,0,1.0,0,0,0,0,1,1
3,9,9,1.0,1,1,0,1,1,1
3,10,-15,1.0,1,-1,1,1,1,1
3,11,-15,1.0,1,-1,0,1,1,1
3,12,9,0.1,1,1,0,1,1,1
3,13,9,2.0,1,1,0,1,1,1
3,14,0,2.0,1,0,0,1,1,1
3,15,0,0.1,1,0,1,1,1,1
3,16,-15,2.0,1,-1,1,1,1,1
3,17,9,2.0,1,1,1,1,1,1
3,18,0,0.1,1,0,1,1,1,1
3,19,9,2.0,1,1,1,1,1,1
3,20,-15,2.0,1,-1,1,1,1,1
3,21,9,0.1,0,1,0,0,1,1
3,22,-15,0.1,1,-1,0,1,1,1
3,23,0,1.0,0,0,0,0,1,1
3,24,9,2.0,0,1,1,0,1,1
3,25,0,2.0,0,0,1,0,1,1
3,26,0,1.0,0,0,1,0,1,1
3,27,-15,1.0,1,-1,1,1,1,1
3,30,9,1.0,0,1,1,0,1,1
3,31,-15,0.1,1,-1,0,1,1,1
3,34,9,1.0,0,1,1,0,1,1
3,35,0,1.0,1,0,0,1,1,1
3,36,0,2.0,1,0,1,1,1,1
3,37,9,1.0,1,1,1,1,1,1
3,38,0,0.1,0,0,1,0,1,1
3,39,9,1.0,1,1,1,1,1,1
3,40,-15,0.1,0,-1,0,0,1,1
3,41,-15,0.1,0,-1,0,0,1,1
3,42,9,1.0,0,1,1,0,1,1
3,43,9,1.0,1,1,1,1,1,1
3,44,9,0.1,1,1,0,1,1,1
3,45,0,2.0,0,0,1,0,1,1
3,46,9,1.0,0,1,1,0,1,1
3,47,-15,1.0,1,-1,1,1,1,1
3,48,0,1.0,1,0,1,1,1,1
3,49,0,0.1,0,0,0,0,1,1
3,50,-15,2.0,0,-1,1,0,1,1
3,51,0,0.1,0,0,1,0,1,1
3,52,9,2.0,1,1,1,1,1,1
3,53,-15,0.1,1,-1,0,1,1,1
3,54,-15,2.0,1,-1,1,1,1,1
3,55,0,0.1,0,0,0,0,1,1
3,56,9,0.1,1,1,0,1,1,1
3,57,0,0.1,0,0,1,0,1,1
3,58,-15,1.0,1,-1,1,1,1,1
3,59,9,0.1,0,1,0,0,1,1
3,60,9,0.1,1,1,0,1,1,1
3,61,0,1.0,0,0,0,0,1,1
3,62,0,2.0,0,0,1,0,1,1
3,63,0,2.0,1,0,0,1,1,1
3,64,0,2.0,1,0,1,1,1,1
3,65,0,0.1,1,0,1,1,1,1
3,66,9,2.0,1,1,1,1,1,1
3,67,-15,2.0,0,-1,1,0,1,1
3,68,9,1.0,1,1,1,1,1,1
3,69,-15,0.1,1,-1,0,1,1,1
3,70,-15,0.1,0,-1,0,0,1,1
3,71,9,1.0,1,1,1,1,1,1
3,72,9,2.0,1,1,1,1,1,1
3,73,-15,0.1,0,-1,0,0,1,1
3,74,-15,2.0,0,-1,1,0,1,1
3,75,-15,2.0,0,-1,1,0,1,1
3,76,0,2.0,0,0,1,0,1,1
3,77,0,1.0,0,0,1,0,1,1
3,78,-15,1.0,0,-1,1,0,1,1
3,79,9,0.1,1,1,0,1,1,1
3,81,9,1.0,0,1,1,0,1,1
3,82,-15,2.0,1,-1,1,1,1,1
3,83,-15,0.1,1,-1,0,1,1,1
3,84,9,0.1,0,1,0,0,1,1
3,85,0,0.1,1,0,1,1,1,1
3,86,-15,2.0,0,-1,1,0,1,1
3,87,0,0.1,1,0,1,1,1,1
3,88,0,0.1,0,0,1,0,1,1
3,89,9,0.1,1,1,0,1,1,1
3,90,0,1.0,0,0,1,0,1,1
3,91,9,1.0,1,1,1,1,1,1
