Participant,Trial,Temperature,Duration,Direction,FeltThermal,numLocation,extraLocations,ThermalMatch,NumMatch,DirectionMatch,Location,FeltLocation,Displacement
15,1,9,0.5,1,1,3,,1,1,1,1,0.03123997,0.03123997
15,1,9,0.5,1,1,3,,1,1,1,2,0.4562007,0.4562007
15,1,9,0.5,1,1,3,,1,1,1,3,1.0,0.0
15,3,0,0.1,1,0,3,,1,1,1,1,0.0,0.0
15,3,0,0.1,1,0,3,,1,1,1,2,0.4696934,0.4696934
15,3,0,0.1,1,0,3,,1,1,1,3,0.9942861,0.0057139000000000495
15,5,9,0.1,0,1,3,,1,1,1,1,0.9615604,0.03843960000000002
15,5,9,0.1,0,1,3,,1,1,1,2,0.5009334,0.4990666
15,5,9,0.1,0,1,3,,1,1,1,3,0.004806954,0.004806954
15,7,-15,0.5,0,-1,3,,1,1,1,1,1.0,0.0
15,7,-15,0.5,0,-1,3,,1,1,1,2,0.5253331,0.4746669
15,7,-15,0.5,0,-1,3,,1,1,1,3,0.004806954,0.004806954
15,9,-15,0.25,0,-1,3,,1,1,1,1,1.0,0.0
15,9,-15,0.25,0,-1,3,,1,1,1,2,0.472467,0.527533
15,9,-15,0.25,0,-1,3,,1,1,1,3,0.004806954,0.004806954
15,10,9,0.5,0,1,3,,1,1,1,1,1.0,0.0
15,10,9,0.5,0,1,3,,1,1,1,2,0.507033,0.49296700000000004
15,10,9,0.5,0,1,3,,1,1,1,3,0.0,0.0
15,11,0,0.25,1,0,3,,1,1,1,1,0.0,0.0
15,11,0,0.25,1,0,3,,1,1,1,2,0.5090663,0.5090663
15,11,0,0.25,1,0,3,,1,1,1,3,0.9665601,0.03343989999999997
15,12,-15,0.1,1,-1,3,,1,1,1,1,0.0,0.0
15,12,-15,0.1,1,-1,3,,1,1,1,2,0.4684004,0.4684004
15,12,-15,0.1,1,-1,3,,1,1,1,3,0.9624935,0.0375065
15,13,0,0.25,1,0,3,,1,1,1,1,0.0,0.0
15,13,0,0.25,1,0,3,,1,1,1,2,0.3159027,0.3159027
15,13,0,0.25,1,0,3,,1,1,1,3,1.0,0.0
15,14,9,0.1,1,1,3,,1,1,1,1,0.0,0.0
15,14,9,0.1,1,1,3,,1,1,1,2,0.293536,0.293536
15,14,9,0.1,1,1,3,,1,1,1,3,1.0,0.0
15,16,9,0.25,0,1,3,,1,1,1,1,1.0,0.0
15,16,9,0.25,0,1,3,,1,1,1,2,0.6391981,0.3608019
15,16,9,0.25,0,1,3,,1,1,1,3,0.006840297,0.006840297
15,17,0,0.1,0,0,3,,1,1,1,1,1.0,0.0
15,17,0,0.1,0,0,3,,1,1,1,2,0.5558323,0.44416770000000005
15,17,0,0.1,0,0,3,,1,1,1,3,0.0,0.0
15,18,9,0.1,0,1,3,,1,1,1,1,1.0,0.0
