participantNumber,trialNumber,feltThermal,feltLocation
9,1,1,0.2637566
9,2,-1,0.8157483
9,3,1,0.902068
9,4,1,0.5
9,5,0,0.02069873
9,6,1,0.1433634
9,7,1,0.0275133
9,8,0,0.2001526
9,9,1,0.18198
9,10,1,0.8248345
9,11,0,1
9,12,0,0.9164785
9,13,1,0.6612816
9,14,-1,0.193338
9,15,0,0.6044921
9,16,0,0.0956604
9,17,0,0.05477224
9,18,0,0.9043396
9,19,0,0.3273604
9,20,0,0.07067326
9,21,1,0.8188012
9,22,1,0.9573669
9,23,0,0.9414654
9,24,0,0.3273607
9,25,0,0.9952022
9,26,1,0.8725375
9,27,0,0.0888458
9,28,1,0.6726392
9,29,0,0.07748786
9,30,0,0.06158681
9,31,1,0.942956
9,32,0,0.007850477
9,33,0,1
9,34,0,0.8452784
9,35,0,0.1910661
9,36,0,0.9088828
9,37,0,0.18198
9,38,1,0.8861666
9,39,1,0.8475504
9,40,-1,0.7157992
9,41,0,0.9702152
9,42,0,0.03056607
9,43,0,0.9119354
9,44,0,0.6476517
9,45,0,1
9,46,-1,0.305426
9,47,0,0.08962674
9,48,0,0.950552
9,49,0,0.1305152
9,50,0,0.2032053
9,51,1,0.6666059
9,52,0,0.08508369
9,53,0,0.010122
9,54,0,0.02147959
9,55,0,0.8755903
9,56,0,0.9051208
9,57,0,0.7324812
9,58,0,0.8528748
9,59,0,0.09644165
9,60,0,0.05101013
9,61,0,0.8119863
9,62,0,0.5
9,63,0,0.09871317
9,64,0,0.1441447
9,65,1,0.1486878
9,66,1,0.7074941
9,67,1,0.1327867
9,68,1,0.982354
9,69,0,0
9,70,0,0.08054063
9,71,0,0.1191572
9,72,0,0.1259722
9,73,0,0.09417012
9,74,0,0.5
9,75,0,0.7256666
9,76,0,0.1100711
9,77,0,0.8914914
9,78,0,0.1555023
9,79,0,0.5
9,80,0,0.1237006
9,81,1,0.8710473
9,82,0,0.8642324
9,83,1,0.8778619
9,84,1,0.9028493
9,85,-1,0.2463654
9,86,-1,0.8483314
9,87,0,0.5
9,88,0,0.2236494
9,89,0,0.1532308
9,90,0,0.08281216
9,91,1,0.8210727
9,92,-1,0.3372281
9,93,0,0.9202405
9,94,1,0.3864217
9,95,0,0.2758959
9,96,0,0.870266
9,97,0,0.1077996
9,98,0,0.7779127
9,99,0,0.9187503
9,100,0,0.04192403
9,101,0,0.9414659
9,102,0,0.8975246
9,103,0,0.9815726
9,104,1,0.2395508
9,105,0,0.07599758
9,106,0,0.08054063
9,107,0,0.04419556
9,108,-1,0.9179687
9,109,1,0.8566365
9,110,0,0.8884384
9,111,1,0.1191572
9,112,0,0.9452276
9,113,1,0.0918986
9,114,0,0.8770808
9,115,0,0.2281928
9,116,1,0.5
9,117,0,0.5
9,118,0,0.09871317
9,119,0,0.5
9,120,0,0.8611796
9,121,0,0.1067637
9,122,-1,0.2236494
9,123,0,0.5
9,124,0,0.5
9,125,0,0.2168349
9,126,0,0.1350583
9,127,0,0.1032562
9,128,1,0.8907103
9,129,1,0.08054063
9,130,0,0.8937629
9,131,0,0.9323795
9,132,0,0.8392453
9,133,0,0.9142069
9,134,1,0.5249875
9,135,0,0.8278873
9,136,1,0.8687758
9,137,1,0.8710473
9,138,1,0.08508369
9,139,-1,0.7657738
9,140,0,0.8914914
9,141,1,1
9,142,0,0.1305152
9,143,0,0.05782505
9,144,0,0.8838951
9,145,0,0.858908
9,146,0,0.9005775
9,147,0,0.0918986
9,148,0,0.04646708
9,149,0,0.8914914
9,150,0,0.8748091
9,151,1,0.5
9,152,0,0.0918986
9,153,0,0.8460597
9,154,0,0.05328166
9,155,1,0.8929815
9,156,0,0.1168857
9,157,1,0.3713016
9,158,0,0.1229194
9,159,1,0.8324304
9,160,0,0.6279891
9,161,0,0.5
9,162,0,0.06691115
9,163,0,0.09644165
9,164,1,0.5
9,165,1,0.5
9,166,1,0.7612304
9,167,0,0.7302097
9,168,0,0.6612813
9,169,1,0.1577742
9,170,-1,0.6340227
9,171,0,0.8506029
9,172,0,0.8770806
9,173,0,0.8929815
9,174,1,0.6817254
9,175,1,0.7407867
9,176,0,0.895253
9,177,1,0.8293779
9,178,0,0.5
9,179,1,0.9270551
9,180,0,0.1077996
