participantNumber,trialNumber,feltThermal,feltLocation
8,1,0,0.8271061
8,2,-1,1
8,3,0,0
8,4,-1,0.9520425
8,5,1,0.8384639
8,6,0,0.03887118
8,7,1,0.3205458
8,8,0,0.8884384
8,9,1,0.8952531
8,10,0,0
8,11,1,0.8589079
8,12,1,0.3773352
8,13,-1,0.8134768
8,14,-1,0.8770806
8,15,1,0.7862183
8,16,-1,0.843007
8,17,0,0.8634511
8,18,-1,0.8566368
8,19,0,0.858908
8,20,1,0.8483314
8,21,0,0.8816236
8,22,1,0.8066619
8,23,1,0.06840139
8,24,-1,0.7521444
8,25,1,0.7779127
8,26,1,0.6476521
8,27,-1,0
8,28,1,0.1501783
8,29,-1,0.1342773
8,30,-1,0.8952532
8,31,0,0.8180199
8,32,1,0.1388204
8,33,-1,0.1002034
8,34,-1,0.122919
8,35,0,0.89071
8,36,1,0.9323794
8,37,-1,0.13882
8,38,1,0.8793522
8,39,1,0.5598419
8,40,1,0.1660793
8,41,1,0
8,42,1,0.8770806
8,43,0,1
8,44,1,0.1297339
8,45,-1,0.1774369
8,46,1,0.5
8,47,-1,0.8293776
8,48,0,0.8566365
8,49,1,0.122919
8,50,-1,0.6703677
8,51,1,0.3137312
8,52,1,0.102475
8,53,-1,0.2115104
8,54,0,1
8,55,1,0.9679433
8,56,-1,0.07067327
8,57,-1,0.5
8,58,0,0.3886932
8,59,0,0.6908118
8,60,0,0.2963399
8,61,0,0.2705715
8,62,0,0.3637058
8,63,1,1
8,64,-1,0.1569926
8,65,-1,0.833921
8,66,-1,0.815748
8,67,0,0.1214287
8,68,1,0.3977793
8,69,1,0.5590607
8,70,-1,0.8293779
8,71,-1,0.5817766
8,72,0,0.166079
8,73,-1,0.7589589
8,74,-1,0.897525
8,75,1,0.150178
8,76,0,0.6249365
8,77,0,0.886167
8,78,1,0.93387
8,79,0,0.6431091
8,80,-1,0.1842515
8,81,0,0.8566365
8,82,0,0.7476012
8,83,1,0.8293776
8,84,-1,0.9474992
8,85,0,0.1229193
8,86,0,0.1161044
8,87,-1,0.166079
8,88,1,0.7657738
8,89,0,0.1842515
8,90,-1,0.6476521
8,91,-1,0.5817766
8,92,-1,0.3387183
8,93,0,0.902068
8,94,1,0.2228685
8,95,0,0.7680453
8,96,0,0.8384639
8,97,-1,0.3705203
8,98,1,0.5
8,99,0,0.3114597
8,100,1,0.9043396
8,101,1,0.4045939
8,102,-1,0.3841498
8,103,0,0.3554006
8,104,-1,0.9293267
8,105,-1,0.7271569
8,106,-1,0.288744
8,107,-1,0.2251397
8,108,-1,0.7135277
8,109,0,0.1320055
8,110,-1,0.2910153
8,111,0,0.7703169
8,112,-1,0.7816749
8,113,0,0.8339209
8,114,0,0.3826595
8,115,0,0.5
8,116,0,0.8838955
8,117,-1,0.8180199
8,118,1,0.01615564
8,119,-1,0.7544159
8,120,0,0.1024753
8,121,1,0.1206475
8,122,1,0.9210217
8,123,1,0.1024753
8,124,0,0.06612986
8,125,0,0.8929815
8,126,-1,0.8679944
8,127,1,0.9202402
8,128,0,0.831649
8,129,0,0.06385834
8,130,-1,0.2001525
8,131,1,0.8293775
8,132,1,0.8566365
8,133,1,0
8,134,0,0
8,135,-1,0.6680962
8,136,1,0.3955078
8,137,0,0.2205966
8,138,0,0.3727919
8,139,0,0.8611799
8,140,-1,0.8838955
8,141,1,0.8679945
8,142,-1,0.2887437
8,143,0,0.1956095
8,144,-1,0.8498216
8,145,1,0.8520934
8,146,-1,0.5
8,147,-1,0.5
8,148,0,0.5
8,149,0,0.7248856
8,150,1,0.5
8,151,0,0.865723
8,152,1,0.897525
8,153,0,0.874809
8,154,0,0.2682997
8,155,1,0.9088829
8,156,1,0.0593153
8,157,-1,0.2001526
8,158,1,0.1365485
8,159,1,1
8,160,-1,0.9202406
8,161,0,0.5
8,162,1,0.870266
8,163,1,0.8952531
8,164,1,0.7566874
8,165,-1,0.9066111
8,166,0,0.3137312
8,167,0,0.1410919
8,168,-1,0.8929815
8,169,0,0.9179691
8,170,-1,1
8,171,0,0.7294287
8,172,1,0.877081
8,173,0,0.8407354
8,174,1,0.5
8,175,0,0.5999491
8,176,-1,0.806662
8,177,-1,0.5999491
8,178,0,0.6680962
8,179,0,0.1706224
8,180,1,0.865723
