participantNumber,trialNumber,feltThermal,feltLocation
7,1,1,0.9868
7,2,0,0
7,3,-1,0.27887
7,4,0,0
7,5,1,0.46789127
7,6,0,0.76123
7,7,0,1
7,8,-1,0.128467
7,9,0,0.75
7,10,-1,0
7,11,-1,0.5
7,12,-1,0.25
7,13,-1,0
7,14,1,1
7,15,0,0
7,16,1,1
7,17,-1,1
7,18,1,0.1214288
7,19,0,1
7,20,0,0.1524496
7,21,0,0.2872535
7,22,-1,1
7,23,0,0
7,24,1,0.8430074
7,25,1,0
7,26,1,0.2069671
7,27,1,0.1047468
7,28,-1,0.8089335
7,29,0,0.8682492
7,30,1,1
7,31,-1,0.9429562
7,32,0,1
7,33,0,0
7,34,1,0.2887441
7,35,0,0
7,36,-1,0
7,37,1,0.7703169
7,38,1,1
7,39,0,0
7,40,0,0.1206478
7,41,-1,0.8475505
7,42,0,0.1388204
7,43,0,1
7,44,-1,1
7,45,0,0.8543651
7,46,0,0.1728936
7,47,-1,0.8407359
7,48,-1,0.1274624
7,49,-1,0.6976267
7,50,0,0.8475501
7,51,-1,0.9066111
7,52,1,0.6090356
7,53,0,0.4454824
7,54,0,0.3296322
7,55,1,0.2622664
7,56,0,0.2137821
7,57,1,0.1706221
7,58,0,0.1623172
7,59,0,1
7,60,0,1
7,61,1,1
7,62,1,1
7,63,-1,1
7,64,1,0
7,65,0,0.1161045
7,66,0,0
7,67,1,0.795304
7,68,1,0.8770806
7,69,0,0.9020681
7,70,0,0.9270553
7,71,1,0.4000508
7,72,0,0.3841499
7,73,-1,1
7,74,0,0.1320058
7,75,-1,0.3864214
7,76,0,0.8816237
7,77,-1,0.2599948
7,78,0,0.1002035
7,79,1,0.8134766
7,80,1,0.1569929
7,81,-1,0.9868976
7,82,-1,1
7,83,-1,0.9838447
7,84,-1,0.5
7,85,1,0.8748091
7,86,-1,0.6930833
7,87,1,0.3182743
7,88,-1,1
7,89,0,0.5658756
7,90,0,1
7,91,0,0.8611797
7,92,1,0.08203126
7,93,1,1
7,94,-1,0.3750634
7,95,1,0
7,96,0,1
7,97,1,0.2637566
7,98,0,0.7248854
7,99,-1,0
7,100,1,1
7,101,-1,0
7,102,0,0
7,103,0,0
7,104,0,0
7,105,0,0.5363451
7,106,1,0.1092899
7,107,-1,0.3841498
7,108,0,0.6953552
7,109,0,0.849822
7,110,1,1
7,111,-1,1
7,112,0,0.9543142
7,113,-1,0.9384131
7,114,0,0.177437
7,115,0,0.05022893
7,116,1,1
7,117,0,0.1100712
7,118,1,1
7,119,0,1
7,120,0,0.172894
7,121,0,0
7,122,0,0.8929819
7,123,0,0.05477231
7,124,1,0.08430248
7,125,0,0.908883
7,126,-1,0.8929816
7,127,1,0.6771827
7,128,0,0.5590607
7,129,0,0
7,130,0,1
7,131,-1,0
7,132,1,0.9588573
7,133,-1,0
7,134,-1,0.1100712
7,135,1,0.5
7,136,0,0
7,137,0,1
7,138,-1,0.2024241
7,139,0,0.2296831
7,140,1,1
7,141,1,0.2932872
7,142,-1,0
7,143,-1,0.4136804
7,144,1,0.9111542
7,145,0,0
7,146,1,1
7,147,1,0.1320055
7,148,-1,0.8611796
7,149,1,0.1161044
7,150,-1,0.5
7,151,0,0.9111545
7,152,-1,0.9293267
7,153,-1,0.05477195
7,154,0,0
7,155,0,0.02751335
7,156,1,1
7,157,0,1
7,158,0,1
7,159,1,0
7,160,1,0
7,161,0,0
7,162,1,0
7,163,0,0
7,164,0,0.07067296
7,165,0,1
7,166,1,0
7,167,1,0
,168,-1,0.8907101
,169,1,0
,170,-1,0.134277
,171,1,0.9702152
,172,0,0.1115614
,173,0,0.07067331
,174,0,0.5
,175,0,0.9338701
,176,0,0.04341432
,177,-1,0.5
,178,-1,0.7612308
,179,-1,0
,180,-1,0.8248345
