participantNumber,trialNumber,feltThermal,feltLocation
14,1,0,0.780596
14,2,1,1
14,3,1,0.217371
14,4,1,0.09943888
14,5,0,0.1828046
14,6,0,0.2966696
14,7,-1,0.874128
14,8,0,0.5
14,9,0,0.09943887
14,10,-1,1
14,11,-1,0.294443
14,12,0,0.27227
14,13,0,0.3454686
14,14,1,0.8659951
14,15,1,0.7195971
14,16,1,0.5691323
14,17,0,0.6585976
14,18,-1,0.9330941
14,19,-1,0.9046277
14,20,0,0.8171953
14,21,0,0.5
14,22,0,0.5
14,23,-1,0.6626644
14,24,-1,0.6920635
14,25,0,0.1238386
14,26,1,0.8944613
14,27,0,0.1136723
14,28,1,0.900561
14,29,-1,0.5
14,30,1,0.8110952
14,31,0,0.613865
14,32,0,0.3199688
14,33,0,0.06987239
14,34,0,0.4247676
14,35,1,0.8212624
14,36,0,0.3170027
14,37,0,0.7683963
14,38,-1,0.7460296
14,39,0,0.2844696
14,40,-1,0.3434352
14,41,1,0.7622964
14,42,1,0.3637682
14,43,1,0.2793028
14,44,1,0.5
14,45,-1,0.2926029
14,46,-1,0.6585976
14,47,1,0.345469
14,48,1,0.1462053
14,49,1,0.1584049
14,50,0,0.1665379
14,51,0,0.3292027
14,52,-1,0.2682033
14,53,1,0.2966697
14,54,-1,0.3780016
14,55,0,0.1970376
14,56,1,0.2915029
14,57,-1,0.2661699
14,58,0,0.2234706
14,59,0,0.3068364
14,60,0,0.6545309
14,61,-1,0.6890969
14,62,0,0.699264
14,63,1,0.3576686
14,64,-1,0.8131285
14,65,1,0.5813319
14,66,0,0.3983346
14,67,-1,0.7907627
14,68,0,0.7439963
14,69,0,0.06987239
14,70,-1,0.4491673
14,71,1,0.821262
14,72,0,0.7724631
14,73,0,0.2336373
14,74,1,0.687064
14,75,-1,0.8994609
14,76,1,0.6972308
14,77,0,0.2488031
14,78,0,0
14,79,-1,0.5
14,80,1,0.386135
14,81,1,0.3129359
14,82,-1,0.6168315
14,83,1,0.3027697
14,84,-1,0.406468
14,85,0,0.27227
14,86,1,0.3007363
14,87,0,0.4227343
14,88,1,0.2305035
14,89,0,0.1146051
14,90,1,0.6036987
14,91,0,0.6362317
14,92,0,0.3780017
14,93,1,0.6168315
14,94,0,0.5
14,95,1,0.6179317
14,96,-1,0.707397
14,97,1,0.2295707
14,98,0,0
14,99,1,0.7876288
14,100,1,1
14,101,0,0.3088693
14,102,0,0.2499036
14,103,1,0.5894653
14,104,-1,0.7033303
14,105,0,0.7103636
14,106,0,0.6818972
14,107,-1,0.8160952
14,108,0,0.6606315
14,109,-1,0.7358633
14,110,0,0.386135
14,111,0,0.3170027
14,112,1,0.7195966
14,113,1,0.6789306
14,114,-1,0.6219979
14,115,-1,0.587432
14,116,0,0.701297
14,117,1,0.5
14,118,0,0.6565644
14,119,0,0.2650698
14,120,0,0.3515686
14,121,-1,0.6911306
14,122,0,0.4227347
14,123,0,0.632165
14,124,1,0.3353027
14,125,0,0.7378963
14,126,1,0.1624712
14,127,1,0.3719016
14,128,-1,0.6463976
14,129,-1,0.713497
14,130,0,0.3149693
14,131,1,0.6240317
14,132,-1,0.8110953
14,133,0,0.3353023
14,134,-1,0.579299
14,135,0,0.1136719
14,136,-1,0.7053637
14,137,-1,0.6768977
14,138,0,0.1268052
14,139,1,0.1848375
14,140,1,0.1166385
14,141,0,0.5
14,142,0,0.3617353
14,143,1,0.08317258
14,144,0,0.386135
14,145,0,0.365802
14,146,1,0.6280979
14,147,-1,0.6545309
14,148,1,0.654531
14,149,-1,0.6972307
14,150,0,0.7358633
14,151,0,0.1258719
14,152,0,0.3271694
14,153,1,0.3332689
14,154,0,0.3027697
14,155,0,0.701297
14,156,-1,0.660631
14,157,-1,0.6484314
14,158,0,0.5894653
14,159,0,0.1288385
14,160,0,0.2600699
14,161,0,0.5
14,162,-1,0.6229312
14,163,0,0.7419629
14,164,-1,0.2295706
14,165,0,0.1491715
14,166,0,0.1796708
14,167,0,0.1552711
14,168,1,0.6301312
14,169,0,0.3626685
14,170,0,0.2955691
14,171,1,0.7765293
14,172,1,0.5853987
14,173,0,0.6972307
14,174,0,0.2122038
14,175,0,0.1491715
14,176,-1,0.7114636
14,177,0,0.7907628
14,178,-1,0.6321646
14,179,0,0.1573044
14,180,0,0.1613711
