participantNumber,trialNumber,feltThermal,feltLocation
5,1,0,0.1274624
5,2,1,0.3750637
5,3,-1,1
5,4,0,0.833921
5,5,1,0.177437
5,6,-1,0.5
5,7,-1,1
5,8,1,1
5,9,1,1
5,10,1,0
5,11,-1,1
5,12,1,0.8634515
5,13,0,0.9250383
5,14,-1,0.9929308
5,15,1,0.009340798
5,16,1,0.009340763
5,17,0,0.5
5,18,1,0.01388381
5,19,0,0
5,20,-1,0.7339718
5,21,-1,1
5,22,-1,0.9815728
5,23,-1,0.9429562
5,24,0,0.7180708
5,25,-1,0.1274625
5,26,0,0.1638076
5,27,0,0.1592645
5,28,1,0.9838447
5,29,-1,0.01615537
5,30,-1,0.1910665
5,31,0,0.8361925
5,32,-1,0.1577742
5,33,-1,0.03659973
5,34,0,0.9883877
5,35,1,0.6203932
5,36,0,0.2864726
5,37,0,0.9793013
5,38,1,1
5,39,1,0.04114279
5,40,-1,0.9361416
5,41,-1,0.09793191
5,42,0,0.08884587
5,43,1,1
5,44,0,0.1251909
5,45,-1,1
5,46,-1,0.9247836
5,47,-1,0.01842684
5,48,1,0.7430583
5,49,-1,0.2228682
5,50,0,0.1509593
5,51,1,0.8838955
5,52,0,0.2682997
5,53,1,0.1274624
5,54,0,0.09111737
5,55,-1,1
5,56,1,0.03205673
5,57,1,0.954314
5,58,-1,1
5,59,0,0.9906592
5,60,0,0
5,61,-1,0.5
5,62,0,0.5
5,63,1,0.9838443
5,64,-1,1
5,65,1,0.09793197
5,66,-1,0.9793013
5,67,0,0.8498216
5,68,0,1
5,69,1,1
5,70,0,0.7271572
5,71,1,1
5,72,0,0
5,73,1,0.870266
5,74,1,0.2228682
5,75,0,0.8929815
5,76,0,0.1092899
5,77,-1,0.5
5,78,1,0.8430071
5,79,1,0.09793197
5,80,-1,0.8180199
5,81,-1,1
5,82,1,0.06612989
5,83,-1,0.8452789
5,84,0,0.9293267
5,85,0,0.5
5,86,0,0.8134765
5,87,0,0.3864214
5,88,0,0.8929815
5,89,-1,0.07975939
5,90,-1,0.9588572
5,91,0,1
5,92,-1,0.9770296
5,93,-1,0.6976264
5,94,1,0.8271064
5,95,1,1
5,96,0,0.3864217
5,97,1,0.8793525
5,98,1,1
5,99,0,0
5,100,0,1
5,101,1,0.2773862
5,102,0,0.895253
5,103,-1,0.5
5,104,-1,0.04341436
5,105,1,0.9770297
5,106,1,1
5,107,1,0.3568912
5,108,0,0.120648
5,109,0,0.8339209
5,110,0,0.949771
5,111,1,0.897525
5,112,0,0.8725375
5,113,1,0.5
5,114,1,0.2387692
5,115,-1,0.8157485
5,116,1,0.9270554
5,117,0,0.1524499
5,118,0,0.07294452
5,119,0,0.04795774
5,120,0,0
5,121,1,0.1797086
5,122,1,0.5
5,123,0,0.1092896
5,124,1,0.9338698
5,125,0,1
5,126,-1,0.6998979
5,127,-1,1
5,128,1,0
5,129,-1,0.3432617
5,130,1,0.2910153
5,131,1,0.9225121
5,132,-1,0.1660791
5,133,0,0.4045942
5,134,0,0.161536
5,135,0,0.5
5,136,0,0.1123427
5,137,0,0.908883
5,138,0,0.2092391
5,139,-1,0.9338698
5,140,1,1
5,141,0,1
5,142,-1,1
5,143,1,0.09189864
5,144,1,0.04795742
5,145,1,0.9096639
5,146,-1,1
5,147,-1,0.1524496
5,148,0,0.9641815
5,149,-1,0.08203095
5,150,1,0.3796068
5,151,-1,0.8089335
5,152,-1,0.07748786
5,153,1,0.9429562
5,154,-1,1
5,155,-1,0.134277
5,156,0,0.9384131
5,157,-1,0.8475501
5,158,0,0.2705712
5,159,1,0.7680454
5,160,0,0.1092899
5,161,0,0.6499237
5,162,-1,0.8997965
5,163,-1,0.236498
5,164,0,0.5
5,165,1,1
5,166,1,0.1592645
5,167,1,0.2614851
5,168,0,0.7862179
5,169,1,0.9361416
5,170,-1,0.1751655
5,171,1,0.5
5,172,-1,0.9929308
5,173,0,0.5
5,174,0,0.9020681
5,175,0,0.1683509
5,176,1,0.2054769
5,177,1,1
5,178,1,0.1259722
5,179,0,1
5,180,-1,0.2705716
