participantNumber,trialNumber,feltThermal,feltLocation
12,1,1,0.8617351
12,2,1,0.1828047
12,3,0,0.1726382
12,4,0,0.4268009
12,5,1,0.359702
12,6,1,0
12,7,1,1
12,8,1,1
12,9,1,1
12,10,1,0.8883614
12,11,1,0.4064679
12,12,1,1
12,13,1,0.3983346
12,14,-1,0.231604
12,15,1,0.2783695
12,16,1,0.3536023
12,17,1,0.1909375
12,18,1,1
12,19,1,0.3332689
12,20,1,0.8720948
12,21,-1,0.3820683
12,22,-1,1
12,23,-1,0.9900268
12,24,0,0.3902012
12,25,-1,0.9147944
12,26,0,0.7338299
12,27,1,0.8802279
12,28,1,0.874128
12,29,0,0.319036
12,30,1,0.3393685
12,31,1,0.4024013
12,32,0,0.6321645
12,33,0,0.7195966
12,34,0,0.8375286
12,35,-1,0.6850306
12,36,1,0.3759687
12,37,0,0.6260646
12,38,1,0.3210693
12,39,-1,0.3536019
12,40,1,0.3942679
12,41,-1,0.8375287
12,42,0,0.2682033
12,43,1,0.8273624
12,44,-1,0.3617353
12,45,1,0.6667309
12,46,-1,0.7602629
12,47,0,0.833462
12,48,0,0.8293953
12,49,0,0.7500963
12,50,1,0.2783695
12,51,1,0.2499032
12,52,1,1
12,53,0,0.7785627
12,54,1,0.3149693
12,55,1,0.75213
12,56,1,1
12,57,-1,0.8090624
12,58,0,0.7887294
12,59,0,0.713497
12,60,0,0.5142334
12,61,1,1
12,62,-1,0.2255039
12,63,0,0.2092377
12,64,-1,0.760263
12,65,0,0.6951969
12,66,0,0.2539703
12,67,1,0.7826298
12,68,1,0.8232958
12,69,1,0.3088692
12,70,1,0.8070289
12,71,0,1
12,72,1,0.7622964
12,73,0,0.2763366
12,74,1,0.7317966
12,75,0,0.2763366
12,76,0,0.8192291
12,77,0,1
12,78,1,0.3292027
12,79,-1,0.2438036
12,80,-1,0
12,81,-1,0.2804029
12,82,0,0.7419634
12,83,0,0.5
12,84,-1,0.2560036
12,85,-1,1
12,86,0,1
12,87,-1,0.9493604
12,88,1,0.2946363
12,89,0,0.7378961
12,90,-1,0.237704
12,91,0,0.2844695
12,92,1,0.2763366
12,93,-1,0.7622964
12,94,-1,0.6870639
12,95,-1,1
12,96,-1,0.8334621
12,97,0,0.7419633
12,98,0,0.7216298
12,99,-1,0.7785627
12,100,-1,0.8232957
12,101,0,0.4024012
12,102,1,0.800929
12,103,-1,0.7826293
12,104,-1,0.7988957
12,105,0,0.2824367
12,106,1,0.5
12,107,0,0.7317966
12,108,-1,0.339369
12,109,1,0.7785627
12,110,-1,0.371902
12,111,0,0.786696
12,112,1,0.9828262
12,113,1,0.7643291
12,114,-1,0.8029619
12,115,1,0.5
12,116,-1,0.5874319
12,117,1,0.3190354
12,118,-1,0.7500963
12,119,0,0.3109026
12,120,-1,0.5
12,121,0,0.7521296
12,122,-1,0.8181285
12,123,-1,0.6809639
12,124,1,0.8517617
12,125,0,0.5
12,126,-1,1
12,127,1,1
12,128,-1,0.821262
12,129,1,0.886328
12,130,-1,0.6443642
12,131,1,0.774496
12,132,-1,0.97376
12,133,1,0.9441936
12,134,-1,0.853795
12,135,0,1
12,136,1,0.2824363
12,137,-1,0.2417703
12,138,1,0.8720951
12,139,0,0.8262619
12,140,1,0.3434357
12,141,-1,0.2560037
12,142,0,0.2438037
12,143,0,0.2275373
12,144,1,0.3739349
12,145,1,0.3149693
12,146,-1,0.798896
12,147,0,0.1828047
12,148,-1,0.7317966
12,149,1,1
12,150,0,0.3027692
12,151,1,0.3149693
12,152,-1,0.6606314
12,153,0,0.7114636
12,154,1,0.7794959
12,155,1,0.2966697
12,156,1,0.5
12,157,-1,0.2996358
12,158,-1,0.3210694
12,159,0,0.371902
12,160,1,0.7033307
12,161,-1,1
12,162,0,0.3068359
12,163,-1,0.593532
12,164,0,0.687064
12,165,1,0.2854028
12,166,1,0.359702
12,167,-1,0.6301317
12,168,-1,0.97986
12,169,0,0.5
12,170,1,0.5
12,171,1,0.8171953
12,172,1,0.3983346
12,173,0,0.7439963
12,174,-1,0.8253286
12,175,1,0.3963013
12,176,0,0.626065
12,177,-1,0.7297637
12,178,1,1
12,179,-1,0.7998289
12,180,1,0.6118315
