participantNumber,trialNumber,feltThermal,feltLocation
11,1,-1,0.8937629
11,2,1,0.7165805
11,3,0,0.4909139
11,4,0,1
11,5,-1,1
11,6,1,0.7385148
11,7,-1,0.6998982
11,8,0,0.8975246
11,9,1,1
11,10,1,0.6340227
11,11,-1,0.8710472
11,12,0,0.3682488
11,13,0,0.4795559
11,14,1,0.1782182
11,15,1,0.5
11,16,-1,0.806662
11,17,1,0.6635529
11,18,1,0.6839972
11,19,-1,0.1464162
11,20,1,0.584048
11,21,-1,0.7180708
11,22,1,0.5
11,23,1,0.2773861
11,24,-1,0.7771318
11,25,0,0.9247835
11,26,0,0.2554515
11,27,0,0.8770806
11,28,0,1
11,29,-1,1
11,30,0,0.5
11,31,1,1
11,32,-1,0
11,33,0,0.5
11,34,0,0.2372789
11,35,0,0.3250891
11,36,0,0.2395504
11,37,1,0.7521443
11,38,0,0.2751143
11,39,1,0.7589589
11,40,1,1
11,41,1,0.8498216
11,42,1,0.5
11,43,1,0.7430578
11,44,-1,0.2940684
11,45,1,0.7044413
11,46,1,0.4409393
11,47,0,0.6908122
11,48,-1,0.8634513
11,49,-1,0.3886929
11,50,0,0.4318529
11,51,0,0.3091882
11,52,1,0.8543651
11,53,0,0.838464
11,54,1,0.9164785
11,55,1,0.5
11,56,0,0.779403
11,57,1,0.3478047
11,58,0,0.07748784
11,59,1,0.2183251
11,60,-1,0.8225629
11,61,0,0.7453294
11,62,1,0.7316999
11,63,0,0.3523478
11,64,0,0
11,65,0,0
11,66,0,0.1009847
11,67,0,0.2137821
11,68,0,0.04192399
11,69,-1,0.7839464
11,70,1,0.7983568
11,71,-1,0.902068
11,72,0,0.166079
11,73,0,0.5
11,74,-1,0.7294288
11,75,0,0.8770806
11,76,0,0.6635532
11,77,0,0.7157993
11,78,0,0.5
11,79,0,1
11,80,0,1
11,81,0,1
11,82,1,0.2955584
11,83,1,0.1138329
11,84,-1,0.9906592
11,85,-1,0.7271572
11,86,1,0.5
11,87,-1,0.2796576
11,88,1,0.2319546
11,89,0,0.5
11,90,0,0.6544667
11,91,-1,0.1138333
11,92,1,0.5
11,93,-1,0.84755
11,94,0,0.5
11,95,1,0.1638075
11,96,1,0.08657398
11,97,1,0.7589593
11,98,0,1
11,99,-1,0.2509084
11,100,-1,0.2501272
11,101,1,0.5
11,102,-1,0.8225629
11,103,-1,0.8566365
11,104,1,0.6385657
11,105,0,0.7839463
11,106,-1,1
11,107,0,0.2842007
11,108,0,0.1865235
11,109,1,0.9747577
11,110,1,0.9255648
11,111,0,0.6203935
11,112,1,0.6158502
11,113,-1,1
11,114,-1,0.5
11,115,0,0.93387
11,116,0,0.9043394
11,117,1,0.7203423
11,118,0,0.1206475
11,119,1,0
11,120,0,0.2137821
11,121,-1,0.934651
11,122,0,0.5
11,123,-1,1
11,124,0,0.1388204
11,125,0,0.831649
11,126,-1,1
11,127,-1,0.9270551
11,128,1,0.9179691
11,129,-1,0.8180199
11,130,0,0.6181217
11,131,0,0.177437
11,132,0,0
11,133,0,0.5
11,134,0,0.6635532
11,135,-1,0.7339718
11,136,1,0.1183763
11,137,1,0.1555023
11,138,-1,0.7771315
11,139,1,0.5772336
11,140,0,0.1009847
11,141,-1,0.747601
11,142,0,0.9096639
11,143,1,0.252399
11,144,1,0.806662
11,145,1,0.8543649
11,146,1,0.9505519
11,147,-1,0.5
11,148,-1,0.7157993
11,149,1,0.6658247
11,150,0,0.8543649
11,151,1,0.18198
11,152,1,0.6294793
11,153,0,0.7703168
11,154,-1,0.7157993
11,155,0,0.5
11,156,-1,0.5817766
11,157,0,0.650705
11,158,1,1
11,159,0,0.4432105
11,160,0,0.2637566
11,161,1,0.2501271
11,162,-1,0.22514
11,163,1,0.5
11,164,0,0.858908
11,165,1,0.8884385
11,166,1,0.9838446
11,167,0,0.7430579
11,168,-1,0.7294284
11,169,1,0.9634002
11,170,1,0.9452276
11,171,0,0.2864722
11,172,0,0.981573
11,173,0,0.4500254
11,174,1,0.5704187
11,175,0,0.7907612
11,176,1,0.8256158
11,177,1,0.8021186
11,178,1,1
11,179,-1,0.8316494
11,180,-1,0.7930328
