participantNumber,trialNumber,feltThermal,feltLocation
16,1,1,0.01404018
16,2,1,0.9473276
16,3,1,0.9554604
16,4,0,0.05877286
16,5,1,0.9615605
16,6,1,0.6870635
16,7,1,0.9635937
16,8,-1,0
16,9,-1,0.09943886
16,10,-1,0.7378967
16,11,-1,0.861928
16,12,0,0.1116389
16,13,1,0.08723879
16,14,1,1
16,15,1,0
16,16,0,1
16,17,1,0
16,18,0,0
16,19,-1,0.7297638
16,20,-1,0.3251356
16,21,-1,0
16,22,0,0.9493604
16,23,1,0.7948294
16,24,0,0.800929
16,25,1,0.1990709
16,26,1,0.9554604
16,27,1,0.9412274
16,28,1,0.8029623
16,29,1,0
16,30,-1,0.7622964
16,31,0,0.1909375
16,32,1,0.2804033
16,33,1,0.3434352
16,34,0,0.2427035
16,35,-1,0.9290273
16,36,1,0.1502715
16,37,0,0.1868708
16,38,1,1
16,39,1,0.9757932
16,40,-1,0.9868929
16,41,-1,0.9879935
16,42,0,1
16,43,-1,0.1482382
16,44,-1,0.1898375
16,45,0,1
16,46,0,1
16,47,0,0.0648729
16,48,1,0.8049957
16,49,1,1
16,50,0,0.9351279
16,51,0,1
16,52,1,1
16,53,-1,0.8293954
16,54,-1,0
16,55,-1,0.2031376
16,56,0,0.8375287
16,57,-1,0.9981598
16,58,1,1
16,59,-1,0.9645266
16,60,0,0.1258719
16,61,1,0.1828042
16,62,-1,0.1299386
16,63,0,0.9147945
16,64,0,0.2234706
16,65,-1,0.2377035
16,66,1,0.7968627
16,67,0,0.2377036
16,68,1,0.1828042
16,69,-1,0.2133043
16,70,1,1
16,71,-1,0.1645049
16,72,-1,0.1726379
16,73,-1,0.9737605
16,74,1,0.1665383
16,75,0,0.04657282
16,76,0,0.9920601
16,77,-1,0.9656267
16,78,-1,0.2153372
16,79,0,0.9462274
16,80,0,1
16,81,-1,0.3556353
16,82,-1,1
16,83,0,0.1421382
16,84,0,0.9269941
16,85,-1,0.9269941
16,86,-1,1
16,87,-1,1
16,88,-1,1
16,89,0,0.1726379
16,90,1,0.09333885
16,91,-1,0.9737601
16,92,1,0.8212621
16,93,1,0.888361
16,94,0,0.184838
16,95,-1,0.8436288
16,96,1,0.08927259
16,97,1,0.8395616
16,98,-1,0.9950263
16,99,1,1
16,100,-1,1
16,101,-1,0.2194039
16,102,1,1
16,103,-1,0.8110957
16,104,-1,0.7826289
16,105,0,0.8273619
16,106,1,0.9249607
16,107,0,0.9839264
16,108,1,0.7704297
16,109,0,1
16,110,0,0.8110957
16,111,0,1
16,112,0,0.3698686
16,113,0,1
16,114,-1,1
16,115,1,1
16,116,1,1
16,117,1,0.9168274
16,118,-1,0.2133038
16,119,1,0.1543382
16,120,0,0.8802285
16,121,1,0.9330939
16,122,-1,0.3902012
16,123,-1,0.9005615
16,124,0,1
16,125,-1,1
16,126,0,0
16,127,1,0.1665383
16,128,-1,0.2316035
16,129,1,0.3475019
16,130,1,0.1868713
16,131,-1,0.2539698
16,132,-1,1
16,133,-1,0.6809639
16,134,0,0.2214372
16,135,0,0.2804029
16,136,0,1
16,137,0,0.3292022
16,138,1,1
16,139,1,0.2356706
16,140,-1,0.9025944
16,141,1,1
16,141,1,1
16,142,-1,0.7968627
16,143,0,0
16,144,1,1
16,145,1,0.1950042
16,146,-1,0.9218271
16,147,0,1
16,148,1,1
16,149,0,0
16,150,-1,0.6484309
16,151,1,0.2702366
16,152,-1,0.1685711
16,153,1,0.2539699
16,154,1,0.8578617
16,155,-1,0.2966696
16,156,1,0.8842947
16,157,-1,0.2275373
16,158,0,1
16,159,0,0.5894652
16,160,1,0.5894653
16,161,-1,1
16,162,1,0.2255039
16,163,0,0.9452937
16,164,1,0.9615609
16,165,0,0.6972303
16,166,1,0.319036
16,167,0,0.7378967
16,168,0,1
16,169,0,0.2051709
16,170,1,0.9676601
16,171,0,1
16,172,0,0.9778268
16,173,-1,0.8273624
16,174,0,0.2011043
16,175,0,0.9269941
16,176,1,1
16,177,-1,1
16,178,-1,0.2223705
16,179,-1,0.2438036
16,180,0,0.5243997
