Participant,Trial,Temperature,Duration,Direction,FeltThermal,FeltMotion,FeltDirection,ThermalMatch,DirectionMatch
16,134,-15,2.0,1,-1,1,1,1,1
16,135,0,0.1,0,0,0,0,1,1
16,137,0,0.1,1,0,0,1,1,1
16,138,-15,0.1,0,-1,1,0,1,1
16,139,9,1.0,1,1,1,1,1,1
16,140,0,1.0,0,0,1,0,1,1
16,141,-15,2.0,0,-1,1,0,1,1
16,145,0,0.1,1,0,0,1,1,1
16,146,0,0.1,1,0,0,1,1,1
16,147,0,2.0,0,0,1,0,1,1
16,149,0,0.1,1,0,0,1,1,1
16,150,9,1.0,1,1,1,1,1,1
16,151,0,1.0,0,0,1,0,1,1
16,152,0,0.1,1,0,0,1,1,1
16,153,0,2.0,1,0,1,1,1,1
16,154,9,1.0,0,1,1,0,1,1
16,155,-15,0.1,0,-1,0,0,1,1
16,156,9,2.0,1,1,1,1,1,1
16,159,0,0.1,0,0,1,0,1,1
16,160,0,1.0,0,0,1,0,1,1
16,161,0,1.0,1,0,1,1,1,1
16,162,0,2.0,0,0,1,0,1,1
16,164,9,1.0,1,1,1,1,1,1
16,165,9,2.0,1,1,1,1,1,1
16,166,0,1.0,1,0,1,1,1,1
16,168,9,1.0,0,1,1,0,1,1
16,170,-15,1.0,1,-1,1,1,1,1
16,171,9,2.0,1,1,1,1,1,1
16,172,-15,1.0,0,-1,1,0,1,1
16,174,0,2.0,0,0,1,0,1,1
16,176,9,0.1,0,1,0,0,1,1
16,177,9,2.0,0,1,1,0,1,1
16,178,0,1.0,1,0,1,1,1,1
16,179,0,0.1,0,0,0,0,1,1
16,180,9,0.1,0,1,1,0,1,1
