Participant,Trial,Temperature,Duration,Direction,FeltThermal,FeltMotion,FeltDirection,ThermalMatch,DirectionMatch
14,60,0,2.0,0,0,1,0,1,1
14,62,-15,2.0,1,-1,1,1,1,1
14,63,0,0.1,0,0,1,0,1,1
14,64,9,2.0,1,1,1,1,1,1
14,65,9,1.0,1,1,1,1,1,1
14,66,9,1.0,1,1,1,1,1,1
14,67,0,2.0,1,0,1,1,1,1
14,68,-15,0.1,0,-1,1,0,1,1
14,69,0,0.1,1,0,1,1,1,1
14,71,-15,2.0,0,-1,1,0,1,1
14,74,-15,1.0,0,-1,1,0,1,1
14,75,-15,0.1,1,-1,1,1,1,1
14,76,0,0.1,1,0,1,1,1,1
14,77,9,1.0,0,1,1,0,1,1
14,78,9,2.0,1,1,0,1,1,1
14,80,0,1.0,0,0,1,0,1,1
14,81,0,1.0,0,0,1,0,1,1
14,82,0,2.0,0,0,1,0,1,1
14,83,0,0.1,0,0,1,0,1,1
14,84,0,1.0,1,0,1,1,1,1
14,86,0,1.0,0,0,1,0,1,1
14,87,0,0.1,1,0,1,1,1,1
14,88,0,2.0,1,0,1,1,1,1
14,89,9,1.0,0,1,1,0,1,1
14,90,9,0.1,1,1,1,1,1,1
14,91,9,0.1,0,1,1,0,1,1
14,92,0,2.0,0,0,1,0,1,1
14,94,9,2.0,1,1,1,1,1,1
14,95,9,2.0,1,1,1,1,1,1
14,96,-15,0.1,1,-1,1,1,1,1
14,97,9,2.0,0,1,1,0,1,1
14,98,0,0.1,1,0,1,1,1,1
14,99,9,1.0,0,1,1,0,1,1
14,101,0,1.0,0,0,1,0,1,1
14,103,0,0.1,0,0,1,0,1,1
14,104,0,2.0,0,0,1,0,1,1
14,105,-15,1.0,0,-1,1,0,1,1
14,106,-15,2.0,1,-1,0,1,1,1
14,107,0,0.1,0,0,1,0,1,1
14,111,-15,1.0,0,-1,1,0,1,1
14,112,-15,2.0,0,-1,1,0,1,1
14,113,0,1.0,0,0,1,0,1,1
14,114,9,1.0,0,1,1,0,1,1
14,115,9,1.0,0,1,1,0,1,1
14,116,9,1.0,0,1,1,0,1,1
14,117,-15,1.0,1,-1,1,1,1,1
14,118,9,0.1,1,1,1,1,1,1
14,119,9,0.1,0,1,1,0,1,1
14,120,0,2.0,1,0,1,1,1,1
14,121,-15,1.0,0,-1,1,0,1,1
14,122,-15,0.1,0,-1,1,0,1,1
14,123,0,0.1,1,0,1,1,1,1
14,124,0,0.1,0,0,1,0,1,1
14,125,-15,2.0,1,-1,0,1,1,1
14,126,-15,1.0,1,-1,0,1,1,1
14,127,9,1.0,1,1,1,1,1,1
14,128,-15,1.0,1,-1,0,1,1,1
14,129,0,2.0,1,0,1,1,1,1
14,130,-15,0.1,0,-1,1,0,1,1
14,131,9,2.0,0,1,1,0,1,1
14,132,9,2.0,0,1,1,0,1,1
14,133,-15,1.0,0,-1,1,0,1,1
14,134,0,2.0,0,0,1,0,1,1
14,135,9,2.0,0,1,1,0,1,1
14,136,0,2.0,1,0,1,1,1,1
14,137,9,0.1,1,1,1,1,1,1
14,138,9,0.1,0,1,1,0,1,1
14,139,-15,0.1,0,-1,1,0,1,1
14,140,0,2.0,0,0,1,0,1,1
14,141,9,2.0,1,1,1,1,1,1
14,142,-15,2.0,1,-1,0,1,1,1
14,143,9,1.0,0,1,1,0,1,1
14,144,9,0.1,0,1,1,0,1,1
14,145,0,2.0,0,0,1,0,1,1
14,147,-15,2.0,0,-1,1,0,1,1
14,148,9,1.0,1,1,0,1,1,1
14,150,-15,2.0,0,-1,0,0,1,1
14,151,0,2.0,1,0,1,1,1,1
14,152,9,1.0,0,1,1,0,1,1
14,153,0,1.0,1,0,0,1,1,1
14,154,9,2.0,0,1,1,0,1,1
14,155,9,2.0,1,1,1,1,1,1
14,156,9,2.0,0,1,1,0,1,1
14,157,-15,2.0,0,-1,1,0,1,1
14,158,9,1.0,1,1,1,1,1,1
14,159,9,2.0,1,1,1,1,1,1
14,160,-15,1.0,0,-1,1,0,1,1
14,161,-15,0.1,1,-1,1,1,1,1
14,162,0,0.1,0,0,1,0,1,1
14,163,-15,2.0,0,-1,1,0,1,1
14,164,0,1.0,1,0,1,1,1,1
14,165,9,0.1,1,1,1,1,1,1
14,166,9,2.0,1,1,1,1,1,1
14,167,0,1.0,1,0,1,1,1,1
14,168,9,1.0,0,1,1,0,1,1
14,169,-15,2.0,1,-1,1,1,1,1
14,170,-15,1.0,1,-1,1,1,1,1
14,171,-15,1.0,1,-1,1,1,1,1
14,172,0,0.1,0,0,1,0,1,1
14,173,0,0.1,1,0,1,1,1,1
14,174,9,0.1,1,1,1,1,1,1
14,175,-15,2.0,0,-1,1,0,1,1
14,176,-15,1.0,0,-1,1,0,1,1
14,177,0,1.0,0,0,1,0,1,1
14,178,0,1.0,0,0,1,0,1,1
14,179,0,1.0,1,0,1,1,1,1
14,180,9,0.1,1,1,1,1,1,1
